Sentence,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,A-anim,A-numb,A-rform,A-rstat,A-sp,A-uniq,A-fam
 sēml̥ witu̮p χulɒŋ taɣtēn pateı̮ɣ. ,0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
 tarı̮ɣ lāɣəl tȯwıli,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,typid,sp,nuniq,nfam
 kit jā tȯwıpn jɔχtsı̮ɣ. ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 āꞩēn lāwi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 - Toru̮m āɣi ākwən pū̬rlelēn,1,AP,V,NoPtcl,npst,imp,none,npfv,2,du,zero,act,sp,uniq,sap
 pı̮ɣaɣe lāweı̮ɣ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,du,possnp,act,sp,uniq,strg
 Ͻs ta minuŋkwə patsı̮ɣ. ,0,A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 Tɔχ minimatəl Mɔꞩ χum ɔ̄jka palt jɔχteɣt. ,0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 āꞩēn lāwi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 - Mɔꞩ χum ākin pū̬rlelen.,1,AP,V,NoPtcl,npst,imp,none,npfv,2,du,zero,act,sp,uniq,sap
 pı̮ɣaɣe āꞩēn nupəl l’āw̯teı̮ɣ. ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,du,possnp,act,sp,uniq,strg
 akwaı̮ɣ pū̬r- laχtuŋkwə wɔrateɣən! ,0,A,PV,NoPtcl,npst,ind,none,npfv,2,sg,zero,top,sp,uniq,sap
 at pū̬rlimēn.,0,A,V,NoPtcl,npst,ind,neg,pfv,1,du,zero,top,sp,uniq,sap
 Ͻs ta mineɣt.,0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
 tapəsn jɔχteɣt,0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
 tanki māneln ta jɔχteɣt.,0,A,V,ta,npst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
 an’ χumı̮ɣ worn ta minası̮ɣ. ,0,A,AV,ta,pst,ind,none,pfv,H,du,barenp,top,sp,uniq,strg
" ta kɔs jaleı̮ɣ,",0,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
 tatɒl pȱtil juu̯ ta jɔχteı̮ɣ. ,0,A,V,ta,npst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
 āꞩēn ɔ̄jka lāwi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg
 - mɔlɒl tɔnt ta lāweɣm:,0,A,V,ta,npst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap
" an’ ɔ̄jka takwi ēntχa:tɒs,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
 ta minɒs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
" ta lāwnə wɔr uj ɔ̄li,",0,A,AV,NoPtcl,npst,ind,none,npfv,A,mass,barenp,typid,nonsp,nuniq,nfam
" nɔχos ɔ̄li,",0,A,AV,NoPtcl,npst,ind,none,npfv,A,mass,barenp,typid,nonsp,nuniq,nfam
"lēŋχŋ, ɔ̄li,",0,A,AV,NoPtcl,npst,ind,none,npfv,A,mass,barenp,typid,nonsp,nuniq,nfam
 wort-ɔ̄lnɔ-ɔ̄jka ɔ̄li. ,0,A,AV,NoPtcl,npst,ind,none,npfv,A,mass,barenp,typid,nonsp,nuniq,nfam
 Ͻjka juw̯ jɔχti.,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
" - Eja, - lāwi, pı̮ɣaɣen nupəl,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
 - tɔnt ta lawsu̮m,0,A,V,ta,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap
" pupı̮ɣn ērtal l’ul’ lātəŋ ta lāwsēn,",1,A,PV,ta,pst,ind,none,pfv,2,du,zero,act,sp,uniq,sap
 tɔru̮mn ērtal l’ul’ lātəŋ ta lāwsēn. ,1,A,PV,ta,pst,ind,none,pfv,2,du,zero,top,sp,uniq,sap
mēŋwət akw χum saŋkwəlti.,X,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,nuniq,nfam
kit wɔ̄r χum2 ɔ̄leı̮ɣ.,0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,barenp,ref,sp,uniq,nfam
wɔ̄rn minası̮ɣ.,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
ɔ̄s ta minası̮ɣ.,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
ɔ̄s ta minası̮ɣ.,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
ɔs ta minası̮ɣ (2),0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
ɔ̄s minası̮ɣ.,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
ɔ̄s alası̮ɣ.,X,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
ɔ̄s ta minası̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
ɔ̄s ta alası̮ɣ.,X,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
ɔ̄s minası̮ɣ,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
ɔ̄s alası̮ɣ.,X,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
soma nas ꞩulɣi.,0,A,V,NoPtcl,npst,ind,none,npfv,A,sg,zero,top,sp,uniq,strg
tot l’ulɒχɔ̄leı̮ɣ.,0,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg
an χum ı̯omlı̮ɣtapɒs.,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,ref,sp,uniq,nfam
wɔ̄r χum.lāwi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
χotal' nupəl minew?,0,A,V,NoPtcl,npst,ind,quest,pfv,H,pl,zero,top,sp,uniq,sap
tēn lāweı̮ɣ mēn pau̯lumēn saka χosa.,0,A,AV,NoPtcl,npst,ind,none,pfv,H,du,pron,top,sp,uniq,strg
"am pau̯lum l'apa, tuw minew, mis χum lāwi.",0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,sap
tan pau̯lēn ta mineɣt.,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
"moꞩ minasət, lāwi.",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
"-χumı̮ɣ, nēn at ti ı̯oχtχatı̯ēn.",0,A,AV,ti,npst,ind,neg,npfv,H,du,pron,top,sp,uniq,sap
saka laꞩalı̮ɣ ɔ̄lnēn.,0,A,V,NoPtcl,npst,evid,none,npfv,H,du,zero,top,sp,uniq,sap
maı̯ ti kēməl χotal' ı̯oχtew!,0,A,V,NoPtcl,npst,ind,quest,pfv,H,pl,zero,top,sp,uniq,sap
tit kēr lakw ɔ̄li.,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,nuniq,nfam
akwate nupəl lāwi.,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"naŋ l'ul'en tı̮ɣ,",0,A,AV,NoPtcl,npst,imp,none,pfv,H,sg,pron,top,sp,uniq,sap
"- motane nupəl - lāwi,",0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
am p ti palum ɔ̄s kēr lākw ɔ̄li.,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,nuniq,nfam
naŋ ɔ̄s tı̮ɣ l'ul'en.,0,A,AV,NoPtcl,npst,imp,none,pfv,H,sg,pron,top,sp,uniq,sap
ta l'ul'sı̮ɣ.,0,A,V,ta,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
"takɔ̄s pȯχtası̮ɣ, ",X,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
"mis χum ta mini, ",0,A,AV,ta,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg
ta kem pēlpəꞩ ta mini.,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg
ta mineɣt.,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg
"akw ērt nāŋk ur simən ı̯oχte:sət,",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
sat naŋk ɔ̄ltum kolna ti neı̮ɣ-|lesət.,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
tuu̯ ı̯uw̯ ta ꞩaltsət.,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
"ı̯uu̯ ꞩaltsət, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
muli pālt mēŋkw ɔ̄ı̯ka ūnli.,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam
mēŋk ɔ̄ı̯ka lāwi.,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
-matər sir wɔ̄r sampa3 l'akweı̮ɣ,0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg
atēn ti pāsi.,0,A,AV,ti,npst,ind,none,npfv,I,abst,possnp,ref,nonsp,uniq,weak
χuı̯ne pora ti ı̯ēmtəs.,0,A,AV,ti,pst,ind,none,pfv,I,abst,barenp,ref,nonsp,nuniq,nfam
"-ı̯a, lāwi, χuı̯ēn.",0,A,V,NoPtcl,npst,imp,none,pfv,H,du,zero,act,sp,uniq,sap
am kit palumn χuı̯ēn.,0,A,V,NoPtcl,npst,imp,none,pfv,H,du,zero,top,sp,uniq,sap
"anumn toχ sinı̮ɣtaχtim4 χuı̯ēn,",0,A,V,NoPtcl,npst,imp,none,pfv,H,du,zero,top,sp,uniq,sap
"am; lāwi, saka takɔꞩ ɔ̄ı̯awem.",0,P,PV,NoPtcl,npst,ind,none,pfv,H,sg,pron,top,sp,uniq,sap
"nēn taχ pilı̯ēn, ",0,A,AV,NoPtcl,npst,ind,none,npfv,H,du,pron,act,sp,uniq,sap
χūntlēn.,0,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,top,sp,uniq,sap
"tı̮ɣ {ke} ı̯oχti, ",0,A,V,NoPtcl,npst,irr,none,pfv,H,sg,zero,fam,sp,uniq,strg
lāɣəl titt taχ malaꞩlaχti.,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
"at ke χūlilŭm, ",1,AP,V,NoPtcl,npst,irr,neg,pfv,H,sg,zero,top,sp,uniq,sap
"at ke χūlilŭm, ",1,AP,V,NoPtcl,npst,irr,neg,pfv,H,sg,zero,top,sp,uniq,sap
ta χuı̯asət.,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
tau̯ kit palēn ta χuı̯ası̮ɣ.,0,A,V,ta,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
"tēn ta χūntleı̮ɣ, ",0,A,AV,ta,npst,ind,none,npfv,H,du,pron,act,sp,uniq,strg
ı̯ola-at ɔ̄ı̯aweı̮ɣ,0,P,V,NoPtcl,npst,ind,neg,pfv,H,du,zero,top,sp,uniq,strg
sɔ̄l' akw ērt ta ı̯inete suiti.,0,A,AV,NoPtcl,npst,ind,none,pfv,I,abst,possnp,ref,sp,uniq,weak
ta ı̯uu̯.,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
"tı̮ɣ ı̯oχtəs, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"ta malaꞩlaχ-|ti, ",0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
"ı̯a ta ta kos kwalteı̮ɣ, ",X,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
"ta kos tuı̯eı̮ɣ, ",X,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,top,sp,uniq,strg
āt'i. at saı̯kali.,0,A,V,NoPtcl,npst,ind,neg,pfv,H,sg,zero,top,sp,uniq,strg
"nɔŋχ ta roχtəs, ",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ta ūntɒlmatəs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"nɔ̄ŋχ, ūntɒlmatəs, lāwe",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"-t'a, āŋkwe – nɔ̄n, tii manərtit kinsi!",1,A,APV,NoPtcl,npst,ind,quest,npfv,H,sg,npron,act,sp,uniq,strg
kol kann ta raɣatɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
"-ti am konn kos minsŭm,",0,A,AV,NoPtcl,pst,ind,none,npfv,H,sg,pron,top,sp,uniq,sap
konn at χɔ̄ntχateɣŭm!,0,A,V,NoPtcl,npst,ind,neg,pfv,H,sg,zero,top,sp,uniq,sap
ta χuı̯eɣət ɔ̄s.,0,A,V,ta,npst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
ta χuı̯eɣət,0,A,V,ta,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
akwērt mēŋkw ɔ̄ı̯ka suiti.,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
"χuntleı̮ɣ, eɣe, ",0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg
sɔ̄wal loχenəl ta kwalapame suiti.,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,possnp,ref,sp,uniq,weak
tan ɔ̄s nɔŋχ takwalsət.,0,A,AV,ta,pst,ind,none,pfv,H,pl,pron,act,sp,uniq,strg
"nɔŋχ kwalsət, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
ta ɔ̄leɣt.,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
akw ērt m̄eŋkw ɔ̄ı̯ka lāwi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
"āɣikwe, ı̯alen, minən, ",0,A,V,NoPtcl,npst,imp,none,pfv,H,sg,barenp,fam,sp,uniq,sap
"ta taχas, ",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ı̯aɣpı̮ɣane totuŋkwe ta taχɒs.,0,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ti ꞩaltlı̮ɣtasət.,0,A,V,ti,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
lāweɣt:,0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
mis χum lāwi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,top,sp,uniq,sap
" -āt'i, lāweɣt, ",0,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
"man kātuu̯n pateı̯ɣ,",0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,act,sp,uniq,strg
ı̯a ań ta χumı̮ɣ piluŋkwe ta patsı̮ɣ.,0,A,APV,ta,pst,ind,none,pfv,H,du,demnp,top,sp,uniq,strg
ań sāt mēŋkw konn ta minasət,0,A,AV,ta,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg
"tuu̯ minasət, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
"elanuu̯ ı̯ol tuu̯ ta ūntsət, ",0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
tot ta ūnleɣt.,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
ta sunseɣt: ,X,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
sar manər wāreɣt.,1,A,PV,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg
"ı̯a ta, ı̯anı̮ɣ mań pı̮-|ɣanəl saŋku̯ltaŋkwe ta pats.",0,A,APV,ta,pst,ind,none,pfv,H,sg,possnp,ref,sp,uniq,weak
ta sāŋkwəlti.,X,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
"ta tāne ɔ̄ı̯iɣpɒs,",0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,possnp,act,sp,uniq,strg
ań pupı̮ɣ ta ı̯inete suiti.,0,A,AV,ta,npst,ind,none,npfv,I,abst,possnp,ref,sp,uniq,weak
"loŋańꞩap, ꞩil suiteɣt. ",0,A,AV,NoPtcl,npst,ind,none,npfv,I,pl,barenp,typid,sp,nuniq,weak
akw ert ti neı̮ɣlapɒs.,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
"ı̯oχtəs, ",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
kan muwɒl ta ı̯ɔ̄ŋχi.,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
sāt ꞩos ı̯ɔ̄ŋχɒs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"sāt ꞩos ı̯ɔŋχɒs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ań luu̯ tuu̯ ta l'ul's.,0,A,AV,ta,pst,ind,none,pfv,A,sg,barenp,ref,sp,uniq,weak
tau̯ luu̯ siset ta ūnli.,0,A,AV,ta,npst,ind,none,npfv,H,sg,pron,top,sp,uniq,strg
an saŋkwəltan χum ɔs ta saŋkwəlti.,X,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg
aku̯ ert ɔ̄s ti ı̯oχtəs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ɔ̄s ta ı̯ɔŋχi.,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
kan muwal sāt ꞩos ı̯ɔ̄ŋχɒs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
luu̯e tuu̯ tu l'ul'i,0,A,AV,ta,npst,ind,none,pfv,A,sg,possnp,ref,sp,uniq,weak
l'āɣlane – kātane oln anat kiwərn tuu̯ ta l'ul's.,0,A,V,ta,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg
tau̯ luu̯ sis ta ūnli.,0,A,AV,ta,npst,ind,none,npfv,H,sg,pron,top,sp,uniq,strg
ta ti wowi.,0,A,V,ti,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
mana χɔ̄sa saŋkwəlti ,X,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
ta nēı̯ɣlapɒs,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
χurum χārəl kērim ti nēı̯ɣlapɒs.,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ɔ̄s ti ı̯oχtəs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ɔ̄s ti ı̯ɔ̄ŋχi.,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
ɔ̄s sāt ꞩus ı̯ɔ̄ŋχəs.,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
mēŋkwət palt tuu̯ ta minas.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"M.SX luu̯ sisnəl ı̯ol porı̮ɣmas, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg
ɔ̄s tuu̯ ta minɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"T.P.A.ꞩ ɔs ı̯ol porı̮ɣmas, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg
ɔ̄s tuu̯ ta minɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
akwan ūntsət,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
potərteɣt.,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
mēŋkwət lāweɣt ,0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg
T.P.A. kastəl at mı̮ɣ.,X,A,V,NoPtcl,npst,ind,neg,pfv,H,sg,barenp,act,sp,uniq,strg
at mı̮ɣuu̯.,X,A,V,NoPtcl,npst,ind,neg,pfv,H,pl,zero,top,sp,uniq,sap
M.SX. lāwi,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
ań tan sāŋkwəltane χumı̯anəl ta sāŋkwəlti.,X,A,AV,ta,npst,ind,none,npfv,H,sg,possnp,fam,sp,uniq,strg
mis χum ɔ̄s χumı̮ɣ ēln ta ūnleɣt.,0,A,AV,ta,npst,ind,none,npfv,H,pl,barenp,fam,sp,uniq,strg
"ti χūntleɣt, ",0,A,V,ti,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
akw ērt mis χum lāwi:,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
uꞩa kartlaχtew.,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,pron,top,sp,uniq,sap
ań elmχolasaɣe nupəl sar lāwi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"mēn, laweı̮ɣ, ",0,A,V,NoPtcl,npst,ind,none,pfv,H,du,zero,top,sp,uniq,strg
ɔ̄ńꞩimen.,X,A,AV,NoPtcl,npst,ind,none,npfv,H,du,pron,top,sp,uniq,sap
"χumı̮ɣ nēn ɔ̄ꞩnēn, ",X,A,AV,NoPtcl,npst,evid,none,npfv,H,du,barenp,act,sp,uniq,sap
"mis χum kwalupɒs, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
saŋkwəltan mēŋkw palt ta χāı̯tɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
sāŋkwəltap ńartŭm tawe mus mēŋkw ta raɣatɒs.,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
χumı̯aɣe palt tuu̯ ta minɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
"χumı̯aɣe palt tuu̯ ta ūntəs, ",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
saŋkwəlt taŋkwe ta pats.,0,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
mā toχ χosı̮ɣχatuŋkwe ta patəs.,0,A,APV,ta,pst,ind,none,pfv,I,mass,barenp,ref,sp,uniq,weak
mā toχ ı̯ola=ŋɔŋχ ı̯aluŋkwe ta pats.,0,A,APV,ta,pst,ind,none,pfv,I,mass,barenp,ref,sp,uniq,weak
tup χul'tɣaı̯t 13māt u̯nleɣt.,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg
"akw sunseɣt, ",X,A,V,NoPtcl,npst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg
ta neı̮ɣlapɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
tɔ̄rew χuril ta ı̯uu̯.,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg
soma tup tɔ̄rew sulinti.,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,typid,nonsp,nuniq,nfam
tı̮ɣ ti ı̯oχtəs.,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
kan ɔ̄wəlt ɔ̄səŋ naŋk āŋkwal l'uli.,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,nuniq,weak
āŋkwal titn tuu̯ ta minɒs.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
ı̯ol ti pati ākw.,0,A,AV,ti,npst,ind,none,pfv,I,sg,barenp,top,sp,uniq,strg
 ɔs mot nupəl pati.,0,A,V,NoPtcl,npst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg
tuwəl {āŋkwale} χottal' ta rotməs,0,A,AV,ta,pst,ind,none,pfv,I,sg,possnp,top,sp,uniq,strg
wası̮ɣ at15 pati.,0,A,V,NoPtcl,npst,ind,neg,npfv,I,sg,zero,top,sp,uniq,strg
tuwəl ta minas. χumı̯ane palt,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
"mis χum, ɔs mańsi palt tuu̯ta minas.",0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
Χ.Ɔ. ti sunseɣt.,0,A,AV,ti,npst,ind,none,npfv,H,pl,barenp,fam,sp,uniq,strg
"tau̯ tuu̯ minas, ",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
"tuu̯ ı̯oχtəs,",0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
mis χum̄ nupəl sar lāwi:,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
lāwi,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg
man wɔ̄rt akwan χɔ̄ntχatsuu̯.,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,pron,top,sp,uniq,sap
tou ı̯issuu̯.,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,sap
ań konsəŋ āꞩ mēŋkwət nupəl permtaχtas.,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg
"M.SX.luu̯ sisen laı̯χatɒs,",0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg
T.P.A. luu̯ sisèn ɔs laı̯χatɒs.,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg
sunēn ta talmatas.,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg
ta taχasət.,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
tup nas wonsutalsət.,0,A,V,NoPtcl,pst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
ta kēməl ta roχtasət.,0,A,V,ta,pst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg
ta sul'χatasət18.,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg
