,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
" tūp ı̯ola untəs,",346,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 kon ı̯ose to lȯχnete suiti,347,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,possnp,ref,sp,nuniq,nfam,,,,,,,
 mā nas ꞩarɣi,348,0,A,AxV,NoPtcl,npst,ind,none,npfv,I,mass,barenp,ref,sp,uniq,w_glob,,,,,,,
 ta kēm takəs ta lȯχnɒꞩliı̯aɣe,349,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,ref,sp,uniq,nfam,I,du,zero,act,sp,uniq,strg
" loχɒꞩlasaɣe,",350,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,du,zero,top,sp,uniq,strg
" nɔ̄ŋχ taɣmatsaɣe,",351,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,du,zero,top,sp,uniq,strg
 ı̯uu̯ ta ꞩaltəs,352,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tuu̯ ı̯uu̯ ꞩaltmèt χumiı̯ane muli pālt ūnleɣt,353,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,pl,dpossnp,act,sp,uniq,strg,,,,,,,
" tuu̯ ı̯uu̯ ꞩāltəs,",354,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" kūꞩe χɔt āŋχwəs,",355,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
" nɔŋχ taɣatɒs,",356,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" wɔ̇ı̯akane āŋχwəs,",357,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
 māχmane pɔ̄χɒn ta ūntəs,358,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" ńarane = waı̯ane āŋχwŭŋkwe patsane,",359,1,INF-AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
" māχmane akw̯ tȯrı̮ɣ, ńaranəl χot āŋχwsanəl",360,1,AP,AxPV,NoPtcl,pst,ind,none,pfv,H,pl,dpossnp,top,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 TƆ ńarane=waı̯ane JPN palt ta lisane,361,1,AP,APxV,ta,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,I,pl,possnp,top,sp,uniq,strg
"JPN  ūnli,",362,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,top,sp,uniq,strg,,,,,,,
 naməl at wı̮ɣane,363,1,AP,V,NoPtcl,npst,ind,neg,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" sūnsi,",364,X,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ꞩar ań motant χumli,365,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ƆƆ NW aŋχsane,366,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
 KPN palt ta lisane,367,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
" tuwəl ań TƆ NW āŋχwsane,",368,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
 āwi sunt pāln ta lisane,369,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
" tau̯ waɣte,",370,1,AP,AV,NoPtcl,npst,ind,none,npfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
 MN xoti mat ūnli!,371,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" MNnaməl ūnli,",372,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,top,sp,uniq,strg,,,,,,,
 at wı̮ɣane,373,1,AP,V,NoPtcl,npst,ind,neg,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" tuwl SƆ NW āŋχwsane,",374,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,pl,possnp,fam,sp,uniq,strg
" wit nȯrma ı̯oli pāln, NPN palt ta lisane",375,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" tait laı̯wesət,",376,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,pl,demp,top,sp,uniq,strg
" pusən akw torı̮ɣ l'ul'mtasət,",377,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,pl,univp,act,sp,uniq,strg,,,,,,,
" ńaranəl=waı̯anəl χot ꞩopitaŋkwe, taɣataŋkwe ta putsanəl",378,1,INF-AP,PV,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 tuu̯l toslan maɣəs nɔ̄ŋx ta taɣɒta lasanəl,379,1,AP,V,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 ań JPN nomte l'ul',380,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" MN mot χum nupəl kos pēntɒste,",381,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" tuu, χumit, āt'i, at kāsaꞩeɣt",382,0,P,AxV,NoPtcl,npst,ind,neg,npfv,H,pl,pron,act,sp,uniq,strg,,,,,,,
 an ta ꞩiranəltəl ta ɔ̄lmı̮ɣta sı̮t,383,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 χumit ńɔ̄χsanəl χot nuı̯ɣalasət,384,1,A,APV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
tuwl KPN tau ta put wāri,385,1,A,APV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" tau̯ pūt wārs,",386,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
" pūte astapɒs,",387,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,dpossnp,top,sp,uniq,strg,,,,,,,
 pāɣ ta ūnttəstē,388,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" ńila áni almaı̯ɒs,",389,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 ńila ānin ta χūnsane,390,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 tuw̯l ńila mān kȯlkann ta ūnttəsane,391,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 ań tau̯ nȯmsi,392,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
 sar SƆ wēk mot mān ūnti,393,0,A,AxV,NoPtcl,fut,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" āt'i,",394,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
" tēŋkwe patsət,",395,X,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
" tau̯ wāɣte,",396,1,AP,AV,NoPtcl,npst,ind,none,npfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 NPN χotal' ɔ̄li,397,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 tuu̯ ta ūntəs,398,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 MN palt ɔ̄s TƆ mot man ꞩar at pēı̮ɣri,399,0,A,AxV,NoPtcl,npst,ind,neg,npfv,H,sg,barenp,top,sp,uniq,strg,,,,,,,
 MN palt tuw̯ ta ūntəs,400,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 akw ta ꞩirəl ta ɔ̄leɣt,401,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 TƆ āwi sunta pāln untəs,402,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" χuı̯uŋkwe patsət,",403,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 MN palt ta χuı̯i,404,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 mot mān ꞩar at pēiɣri,405,0,A,V,NoPtcl,npst,ind,neg,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 SƆ ɔ̄s akw ta MPN palt ta ɔ̄li,406,0,A,AxV,ta,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 ɔ̄s at pēı̮ɣri,407,0,A,V,NoPtcl,npst,ind,neg,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tɔχ ɔ̄lsət,408,0,A,V,NoPtcl,pst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 ńila né pusən pı̮ɣriꞩət ɔ̄ꞩsət,409,1,A,AxPV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,H,pl,barenp,ref,sp,nuniq,w_brdg
 āɣi akwa āl'in,410,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 pusən pı̮ɣət,411,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" pı̮ɣriꞩət ı̯anı̮ɣ masət,",412,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,top,sp,uniq,strg,,,,,,,
 χaı̯tı̮ɣtaŋkwe patsət,413,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" χaı̯tı̮ɣtaŋkwe patsət,",414,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 tuwl TƆ lāwi,415,0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
" - a, χɔ̄sa ti ɔ̄lsuu̯",416,0,A,V,ti,pst,ind,none,pfv,1,pl,zero,act,sp,uniq,strg,,,,,,,
" ań, - lawi -, alamutanuu̯ urtiı̯anuu̯,",417,1,AP,PV,NoPtcl,fut,hort,none,pfv,1,pl,zero,top,sp,uniq,strg,I,pl,possnp,ref,sp,nuniq,nfam
 am ı̯anɒs ti mineɣŭm,418,0,A,AxV,ti,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" nan taχ, χūrŭm χum, akw kolt ta ɔ̄liı̯èn",419,0,A,AxV,ta,fut,ind,none,npfv,2,pl,pron,act,sp,uniq,sap,,,,,,,
 am taχ ı̯anɒs mineɣŭm amki kȯlumn,420,0,A,AxV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 ta tuu̯l MN lāwi:,421,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 - manurəl ɔ̄li mèn?,422,0,A,V,NoPtcl,fut,ind,quest,npfv,1,du,zero,act,sp,uniq,sap,,,,,,,
" kȯl akwa,",423,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 mèn kol at ɔ̄ńꞩimēn!,424,1,A,APV,NoPtcl,npst,ind,neg,npfv,1,du,pron,act,sp,uniq,sap,I,sg,barenp,typid,nonsp,nuniq,nfam
" ań ńɔ̄χəsanəl ta urtəsanəl, ńila χum mus",425,1,AP,PV,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,pl,possnp,ref,sp,nuniq,nfam
 ań TƆ lāwi,426,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" - MN, naŋ matarann wȯı̯en!",427,1,A,APV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,pl,possnp,ref,nonsp,nuniq,nfam
 takwi tūp ńɔ̄χsane ālməs,428,1,A,AxPV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
 MN at kos tāŋχəs,429,0,A,AV,NoPtcl,pst,ind,neg,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 matarane ta wisane,430,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,nonsp,nuniq,nfam
 kon akw ı̯ot ta kwalsı̮ɣ,431,0,A,V,ta,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
" TƆ ɔ̄ı̯ka χotal' ı̯omanti,",432,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 MN tau̯ ı̯ui palèt mini,433,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 pı̮ɣe nɔ̄ŋχ ālməste,434,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,possnp,fam,sp,uniq,strg
" matarane, ı̯ot wisane",435,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,nonsp,nuniq,nfam
" mȯꞩ ēlanuu̯ patsı̮ɣ,",436,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 kol nas āt'i ti!,437,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" sȯmı̯uχ, ɔ̄nꞩi,",438,1,A,PV,NoPtcl,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" mol χotal ı̯alkèt, ul'ı̯iu̯ sāɣrim kȯl at kāsali",439,1,A,PV,NoPtcl,npst,ind,neg,npfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,typid,nonsp,nuniq,nfam
 akw ı̯ot ı̯uw ta ꞩaltsı̮ɣ,440,0,A,V,ta,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
" kȯl kiwərt tɔ̄wəl ɔ̄li,",441,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
 saχi ɔ̄s ɔ̄li,442,0,A,AxV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
" pı̮ɣriꞩe kol kann tarmatɒs,",443,1,A,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 kȯl kant ta χuı̯tı̮ɣti,444,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" χumite kȯn kw̯als,",445,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
" somı̯aχèn ı̯als,",446,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 sāli ńɔ̄wəl totəs,447,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
 nas āt'i sāli alum,448,1,A,PV,NoPtcl,pst,evid,none,pfv,H,sg,zero,top,sp,uniq,strg,A,sg,barenp,ref,sp,nuniq,nfam
 ńɔ̄wəl ı̯uu̯ tūls,449,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
" MN, tau̯ ta pūt wāri",450,1,A,APV,NoPtcl,npst,ind,none,npfv,H,sg,pron,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" pūt warı̮ɣlas,",451,1,A,PV,NoPtcl,pst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
" āstəs,",452,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,top,sp,uniq,strg,,,,,,,
 ta tēɣı̮ɣ,453,0,A,V,ta,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 tēŋki kol ı̯orəl ta ɔ̄lmaı̯ası̮ɣ,454,0,A,V,ta,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,
 wası̮ɣ mot kol nupəl tēlaten āt'i,455,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 TƆ nētè nupəl lāwi,456,0,A,AxV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" - am ı̯alnem sis kon ul kwalen,",457,0,A,V,NoPtcl,fut,imp,neg,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
  el-ul minen,458,0,A,V,NoPtcl,fut,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
 am ı̯alnem sis ı̯un ɔ̄len!,459,0,A,V,NoPtcl,fut,imp,none,npfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
 pı̮ɣriꞩən kon ul taraten,460,1,A,PV,NoPtcl,fut,imp,neg,pfv,2,sg,zero,top,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 ań mot kȯlt ɔ̄lŭm χumit wɔ̭̄rn mi nasət,461,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,pl,barenp,fam,sp,uniq,strg,,,,,,,
 tuu̯l JPN lāwi,462,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,
 - manki ńɔ̄wl'uu̯tal at ɔ̄lχati!,463,0,A,V,NoPtcl,npst,ind,neg,npfv,,,,,,,,,,,,,,
 am pı̮ɣriꞩum ti χȯtal alapilum,464,1,AP,PxV,NoPtcl,fut,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,H,sg,possnp,fam,sp,uniq,strg
 ēꞩaɣe lāweı̮ɣ,465,0,A,AV,NoPtcl,npst,ind,none,pfv,H,du,possnp,act,sp,uniq,strg,,,,,,,
" - tēnut ɔ̄ńꞩew,",466,1,A,PV,NoPtcl,npst,ind,none,npfv,1,pl,zero,act,sp,uniq,sap,I,mass,barenp,ref,sp,nuniq,nfam
 manrı̮ɣ naskası̮ɣ χumus aliluw̯!,467,1,AP,V,NoPtcl,fut,ind,quest,pfv,1,pl,zero,top,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
" - nēn ērəŋ ɔ̄lxati,",468,0,A,V,NoPtcl,npst,ind,none,npfv,,,,,,,,,,,,,,
" am taχ amki luu̯, amki ńɔwəl'tal at ɔ̄lχati",469,0,A,V,NoPtcl,fut,ind,neg,npfv,,,,,,,,,,,,,,
 elmχolas ńɔ̄wəl' tēŋkwe taŋχeɣŭm,470,1,INF-A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,I,mass,barenp,typid,nonsp,nuniq,nfam
" am pı̮ɣriꞩe alapaste,",471,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 pȯli ı̯aktla paste,472,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
" pūte nal= taı̮ɣmatɒs,",473,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,ref,sp,nuniq,nfam
 ta pētəste,474,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" mol'amtaχtim ta paı̯tite,",475,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
 χumitn ul wos ı̯ɔ̄χtawe,476,0,P,AV,NoPtcl,fut,opt,neg,pfv,H,pl,barenp,act,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
" pūte paı̯təs,",477,1,A,PV,NoPtcl,pst,ind,none,pfv,I,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 takwi kon kwalapam,478,0,A,AV,NoPtcl,pst,evid,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 matər kon ta sāɣri,479,1,A,PV,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,U,abst,indefp,undef,nonsp,nuniq,nfam
 ı̯iw sāɣrɒste,480,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 ēlmχolas χuriı̯iɣ saɣrɒste,481,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" ı̯uu̯ tāləste, kȯl kiwrèn,",482,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 tuwəl pı̮ɣriꞩ ulamət tuu̯ mastəsane,483,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 lɔ̄χ pālèn paɣ ꞩēltumtaste,484,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 ertɒm ta χuı̯i,485,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" tuul lul'mı̮ɣtɒs,",486,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" pūte palt ı̯omlı̮ɣtɒs,",487,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 paɣ ta ālmaı̯ɒs,488,X,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ńila ańin ta χūniste,489,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" - ı̯a, ta, - lāwi,",490,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" - am sar ńilit ām sar MN Palt totilum,",491,1,AP,AxPxV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,w_set
 tuu̯ ɔ̄s wos tēɣ!,492,X,A,V,NoPtcl,fut,opt,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" tuu̯ pı̮ɣriꞩ ɔ̄ńsi,",493,1,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,H,sg,barenp,fam,sp,uniq,strg
" tau alite,",494,1,AP,AV,NoPtcl,fut,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 man titta wew!,495,X,P,PV,NoPtcl,fut,ind,none,pfv,,,,,,,,1,pl,pron,act,sp,uniq,sap
" ńɔ̄wəl' āni wiste,",496,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 ta minas MN palt,497,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tuu̯ ı̯oχtəs,498,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ań ńɔ̄wəl' áni supe tȯtəs,499,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" - MN, - lāwi,",500,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ɔ̄leɣən?,501,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 - ɔleɣŭm,502,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
" - MNēkwè, kon kwalen!",503,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 - manrı̮ɣ,504,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
" - tit am ńɔ̄wəl āni supkèm to taslum,",505,1,AP,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,I,sg,barenp,ref,sp,nuniq,nfam
 wȯı̯eln!,506,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 - manər sir ńɔ̄wəl' āni sup?,507,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
 - am pı̮ɣriꞩŭm alapaslum,508,1,AP,APV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 paı̯te slum,509,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,zero,top,sp,uniq,strg
 naŋ ti āni supkèm ɔ̄s taı̯a palen,510,1,A,APxV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
" naŋ pı̮ɣən āleɣən,",511,1,A,APV,NoPtcl,fut,ind,none,pfv,2,sg,pron,top,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg
 am ɔs tēŋkwe taŋχèɣŭm,512,0,INF-A,AxPV,NoPtcl,npst,ind,none,npfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 ta wȯı̯eln!,513,1,AP,V,ta,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 MN āwite mań χall wārəste,514,1,AP,APxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,nfam
 kon minuŋkwe at tasti,515,0,INF-A,PV,NoPtcl,npst,ind,neg,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" kon kwali,",516,0,A,V,NoPtcl,fut,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ti puwawe,517,X,P,V,ti,fut,ind,none,pfv,,,,,,,,H,sg,zero,top,sp,uniq,strg
 - tiı̯ maı̯eln!,518,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,demp,act,sp,uniq,strg
