,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 χastal χum warum ı̯osa ke ɔ̄lsı̮ɣ,174,0,A,AV,NoPtcl,pst,irr,none,npfv,I,du,possnp,typid,nonsp,nuniq,nfam,,,,,,,
 at salum χɔı̯təl χaltalaχnuwı̮ɣ,175,0,А,V,NoPtcl,npst,irr,none,npfv,I,du,zero,typid,nonsp,nuniq,nfam,,,,,,,
" maꞩtər χum waru̮m ı̯osaı̮ɣt tauı̮ɣ,",176,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 tona at χaltalaχtsı̮ɣ!,177,0,A,V,NoPtcl,pst,ind,neg,npfv,I,du,zero,act,sp,uniq,strg,,,,,,,
" ı̯osa taɣatan matēn, nɔŋχ ta taɣatasaɣe",178,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,du,zero,act,sp,uniq,strg
" āwin ı̯omlı̯ɣtɒs,",179,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ı̯uu̯=ꞩaltuŋkwe āwi ta punsəste,180,1,INF-AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg
 sart lāɣe ı̯uu̯ neı̮ɣlɒs,181,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,nuniq,w_brdg,,,,,,,
 tɔ̄reu̯ ɔ̄ı̯ka lāɣəl!,182,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" ı̯uu̯ nēı̯ɣlɒs ı̯ani tētəl,",183,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" mulɣa ta ı̯omantɒs,",184,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" muli pālèn tuu̯ ı̯oχtəs,",185,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" takwi āŋwalaɣenəl puwəste,",186,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,zero,ref,sp,uniq,w_brdg
" takwi kātlaɣetəl, kūse χot ta āŋχwəste",187,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,w_brdg
" numən taɣatan mā ɔ̄li,",188,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
 tuu̯ ta taɣataste,189,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
" ań ēntapəl ɔ̄li,",190,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 wȯı̯kanəl ɔ̄li,191,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ꞩar perı̯im ńɔχəs tuu̯ ta alum,192,1,A,PV,ta,pst,evid,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
" nēt kastim ɔ̄leɣt,",193,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
 kastim tɔ̄r saı̯nəl āŋkwata leɣt,194,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" ēntap kwalɣe pēsatɒs,",195,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,w_brdg
 ńɔ̄χsane muli pāln ta pintsane,196,1,AP,PxV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,act,sp,uniq,strg
" ēntap kwalɣe nɔ̄ŋχ taɣataste,",197,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" wȯı̯kane nɔ̄ŋχ, ı̯ol at pinı̯aɣe, pāln",198,1,AP,PxV,NoPtcl,npst,ind,neg,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" tuwl muli pāln, maχmane pɔ̄χ͔ɒn tuu̯ ta ūntəs",199,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ńarane=waı̯ane aŋχwsalasane,200,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,possnp,ref,sp,uniq,w_brdg
 kȯl kann ta pintsane,201,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 NW ı̯āŋənət = tuı̯əŋət,202,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" an mȯꞩ nè wit norma ı̯oli panəl nɔ̄ŋχ l'uləs,",203,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,
 NW paln ta minas,204,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tuı̯təŋ narat=waı̯t ta wisane,205,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,top,sp,uniq,strg
 āraꞩ watatun parɣaltaŋ KW tuu̯ ta minas,206,0,INF-A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" tuı̯tanəl parɣaltasanen,",207,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,dpossnp,top,sp,uniq,strg
 ı̯aŋkanəl ratsane,208,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,dpossnp,top,sp,uniq,strg
" ē-e kȯl-kann akw ı̯aŋk sam at pats,",209,0,A,AV,NoPtcl,pst,ind,neg,pfv,I,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,
 tuı̯t sam at pats,210,0,A,AV,NoPtcl,pst,ind,neg,pfv,I,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,
 sar kȯl kant nematər āt'im,211,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 ta kem ı̯ȯmas maꞩtər ti!,212,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 nɔ̄ŋχ toslaŋkwe ta taɣɒtalapsane,213,1,INF-AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" takwi paɣ minɒs,",214,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
 wit norma ı̯oli paln takwi χusapen ūntəs,215,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 pālè ērtŭm tā!,216,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 suital ta ūnleɣt,217,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 tulmɒχ ɔ̄ı̯ka ńɔ̄χane siltaliı̯ane,218,1,AP,APV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg,I,pl,possnp,ref,sp,uniq,nfam
 χot nuı̯liɣtiı̯ane,219,1,AP,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 pusən nila χum pusən siltalapsanəl,220,1,AP,AxV,NoPtcl,pst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
" ta nuı̯lı̮ɣtasanəl, saka mol'aχ",221,1,AP,V,ta,pst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 akw ti ꞩost ta nuı̯lı̮ɣ tasanəl,222,1,AP,V,ta,pst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
" TƆ̄ ńɔ̄ŋχ l'ul'mətɒs,",223,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 ı̯anı̮ɣ pūt taɣàtɒs,224,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 ńɔ̄χs ńɔ̄wl'ane naluu̯ ta pētsane,225,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,dpossnp,ref,sp,nuniq,w_brdg
 pū̬te ta paı̯taχti,226,0,A,AV,ta,npst,ind,none,npfv,I,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 tanki ta suital ta ɔ̄leɣt,227,0,A,AxV,ta,npst,ind,none,npfv,H,pl,pron,act,sp,uniq,strg,,,,,,,
" āte pōrnèt potərteɣt,",228,0,A,AV,NoPtcl,npst,ind,neg,npfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
 ate χumit potərteɣt,229,0,A,AV,NoPtcl,npst,ind,neg,npfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
 pusən suital ta ɔ̄leɣt,230,0,A,AxV,ta,npst,ind,none,npfv,H,pl,univp,act,sp,uniq,strg,,,,,,,
" TƆ pūt pētəs,",231,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
" tuu̯l paɣ minas,",232,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" muli pāln ta ūntəs,",233,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ta ɔ̄leɣt,234,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 pūt sis ta ūnleɣt,235,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" toχ unləsət,",236,0,A,V,NoPtcl,pst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" unlesət,",237,0,A,V,NoPtcl,pst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" pūtanəl astəs,",238,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" tuw̯l tɔ l'ul'ətəs,",239,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 pūte paɣ ta ūntəste,240,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
" tuu̯l ńila áni ta ālmaəs, nɔχs nɔ̄wəl χūnuŋkwe",241,1,INF-A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 nɔ̄χs ńɔ̄wəl' ta χuniı̯ane,242,1,AP,PV,ta,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,act,sp,uniq,strg
 ńila ānin ta χūntsane,243,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,top,sp,uniq,strg
 ńila āni wisane,244,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 ńila mān kolkann ūntəsane,245,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
" ńila χum kasaı̯ wis,",246,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 ńila nē kasaı̯ wis,247,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
 āni ou̯lanèn ta pinsane,248,1,AP,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 akw ou̯lèn χum kasaı̯ aku̯ ou̯lèn nē kasaı̯,249,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 kasəŋ ānin toχ pinəs,250,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 takwi ań muli ou̯əln ūnttum ānite takwi tēŋkwe tuu̯ ta ūntəs,251,1,INF-A,APV,ta,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
 uꞩ ta lāw̯s:,252,0,A,V,ta+,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" ı̯anı̮ɣ PN am nupəlum ɔ̄lne nȯmtən, ke ɔ̄li,",253,0,A,AV,NoPtcl,npst,irr,none,npfv,I,abst,possnp,ref,sp,uniq,w_brdg,,,,,,,
 am āni ou̯lumnɒ ūnten!,254,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
" ı̯PN ta kwalapɒs,",255,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" tuu̯ ı̯om lı̮ɣtɒs,",256,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tuu̯ ta ūntəs,257,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tuu̯l akw ı̯ot ta tēɣı̮ɣ,258,X,A,V,ta,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 tuu̯l ƆƆı̯ āni ɔu̯lèn ti untəs,259,0,A,AxV,ti,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,
 - KPN lāwi,260,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" KPN kot'il' = pālenəl ta l'ul'mətɒs,",261,0,A,AxV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 ƆƆ ani ȯu̯əln ta ūntəlmatɒs,262,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 akw ı̯ot ta tēɣı̮ɣ,263,X,A,V,ta,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg,,,,,,,
" tēŋkwe patsı̮ɣ,",264,X,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,
" sɔ̄u̯ər ɔı̯ka kwalapɒs,",265,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,
 takwi āni ȯu̯lèn ta ūntəs,266,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" ūntəs,",267,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" tuwəl, lāwi",268,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 an MPN l'ul'mətɒs,269,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 SƆ āni ȯwəln ta ūntəs,270,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 akw ı̯ȯt ta tēɣı̮ɣ,271,X,A,V,ta,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" tuu̯əl ɔ̄s ta, ı̯uu̯ arı̮ɣtɒm χum nɔ̄ŋχ l'ul'əmɒs,",272,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,
 χum kasaı̯ ani ȯu̯lèn tuu̯ ta ūntəs,273,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tuu̯ ūntəs,274,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 uꞩ ta lāwəs,275,0,A,V,ta+,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ta ēli palt at pȯtərtalɒs - MMN,276,0,A,V,NoPtcl,pst,ind,neg,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" MMN nɔŋχ kos l'ul'mətɒs,",277,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 āni ɔ̄w̯əln tuu̯ ta ı̯omlı̮ɣtɒs,278,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tuu̯ ūntəs,279,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 ńɔ̄χəs ńɔ̄wəl akw ı̯ot ta tēɣı̮ɣ,280,1,A,PxV,ta,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
" tēmanəl astəsət,",281,1,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I ,abst,possnp,ref,sp,nuniq,nfam
 ismit aı̯sət,282,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,mass,barenp,ref,sp,uniq,w_brdg
 tuwəl ta astəsət,283,X,A,V,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 ānit akw mān ta ūnttuwesət,284,X,P,PxV,ta,pst,ind,none,pfv,,,,,,,,I,pl,barenp,act,sp,uniq,strg
 tuu̯l TƆ lɔ̄χ pal siŋəs ı̯iwn tuu̯ ta untəs,285,0,A,AxV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" tuwl ɔχsɒr Ɔ kot'il' pāln, kȯt'il' PN pāln tuu̯ ta ūntəs",286,0,A,AxV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 SƆ ɔ̄s āwi sunt pāln tuu̯ ta untəs,287,0,A,AxV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 nan PN pɔ̄χèn,288,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 MPN nȯmte an ı̯omɒs,289,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 am pɔ̄χŭmn χotı̯ut ti ı̯oχtəs,290,0,A,AV,ti,pst,ind,quest,pfv,U,abst,indefp,undef,nonsp,nuniq,nfam,,,,,,,
" tuu̯əl ɔs tɔ̄rew ɔı̯ka wit norma ı̯oli paln, mań MN pɔ̄χèn tuu̯ ta ūntəs",291,0,A,AxV,ta,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 tot rɔ̄u̯əlaχ tı̮ɣlaŋkwe ta pats,292,0,INF-A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tuu̯l (rɔ̄wɒlaχtı̮ɣlaŋkwe) rɔ̄wɒlaχtı̮ɣlasəl,293,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 ta ul'anəl χarı̮ɣtasa nəl,294,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,If,sg,dpossnp,ref,sp,uniq,w_glob
 ta χuı̯eɣt,295,0,A,V,ta,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
 alpəl ı̯anı̮ɣ PN ul'a tuꞩtŭm,296,1,A,APV,NoPtcl,pst,evid,none,pfv,H,sg,barenp,act,sp,uniq,strg,If,sg,barenp,act,sp,uniq,strg
" tuu̯l TO χotal' ı̯als,",297,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 ńɔ̄wəl totəs,298,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,barenp,ref,sp,nuniq,nfam
" JPN ńɔ̄wəl sāɣrəlataste,",299,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
 pūt ta wārəs,300,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" pūte astŭm porat, pusən nɔ̄ŋχ ti kwālsət",301,0,A,AV,ti,pst,ind,none,pfv,H,pl,univp,act,sp,uniq,strg,,,,,,,
" lȯu̯tχatsət,",302,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" ꞩɔ̄pitaχtasət,",303,0,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" JPN ńɔ̄wəl ńila ānin, tau̯ χuns",304,1,A,APxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,mass,barenp,act,sp,uniq,strg
 tuu̯l ńila mān ūntsane,305,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 ta tēɣ,306,X,A,V,ta,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 TƆ JP nēl akw āni tēɣəl,307,1,A,AxPV,NoPtcl,npst,ind,none,npfv,H,du,barenp,act,sp,uniq,strg,,,,,,,
 ƆƆ ɔ̄s kōt'il' PNèl sɔu̯r Ɔman pȯr nèl,308,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 TƆ mȯꞩ nèl aku̯ ānin ūntsı̮ɣ,309,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,du,barenp,act,sp,uniq,strg,,,,,,,
" tēmanəl āstəst,",310,1,A,V,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I ,abst,possnp,ref,sp,nuniq,nfam
 wōrn minuŋkwe ta ēntapaχtasət,311,0,INF-A,PV,ta,pst,ind,none,pfv,H,pl,zero,top,sp,uniq,strg,,,,,,,
" TƆ ēntapaχtɒs,",312,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 tulmaχ sɔ̄we nɔ̄ŋχ ta masapaste,313,1,AP,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
 ƆƆ koni kūꞩe ɔs masapaste,314,1,AP,APxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
" SƆ ɔ̄s masapaste,",315,1,AP,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,zero,fam,sp,uniq,strg
 ta sulintas konal,316,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" TƆ ɔ̄s masχatɒs,",317,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" ēntχatɒs,",318,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" tɔ̄reu sɔ̄we ɔ̄s masəste,",319,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
 ta ı̯omantɒs,320,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 kon kwalapɒs,321,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" ı̯osaɣe ı̯ola pinsaɣe,",322,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,du,possnp,fam,sp,uniq,strg
 ta wotaı̯aχtɒs,323,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" tan minasət,",324,0,A,AV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
" JPN làwe,",325,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 mań ēse nupəl lāwi,326,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,,,,,,,
" - naŋ wit norma ı̯oli paln unten,",327,0,A,AxV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
" mataranən tuwlé wȯı̯eln,",328,1,AP,PxV,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,I,pl,possnp,undef,nonsp,nuniq,nfam
" MN, āwi sunt pāln wȯs unti",329,0,A,AxV,NoPtcl,fut,opt,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 - āt'i am at kosaꞩeɣŭm,330,0,A,AV,NoPtcl,npst,ind,neg,npfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 MN lāwi,331,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" - Naš, naš, āt'i",332,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 tuw=wȯı̯eln!,333,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,pl,zero,act,sp,uniq,strg
" tuu ta puli,",334,0,A,AV,ta,npst,ind,none,npfv,H,sg,pron,act,sp,uniq,sap,,,,,,,
 JPnènəl pili,335,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,sap,,,,,,,
 wit norma ı̯oli paln ta untəs,336,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,sap,,,,,,,
" JPN ēꞩe wit norma ı̯oli pàln tuu̯ ta ꞩōpitas,",337,X,A,APxV,ta,pst,ind,none,pfv,H,sg,barenp,top,sp,uniq,sap,,,,,,,
 ērtŭm TƆ nȯmte man P N kupəl pati,338,0,A,AxV,NoPtcl,fut,ind,none,pfv,I,abst,possnp,ref,sp,uniq,w_brdg,,,,,,,
 ań māχŭm wɔ̄rt ta ı̯alèɣt,339,0,A,AxV,ta,npst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
" ėtimɒs,",340,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
 tulmɒχ Ɔ sart ta ı̯oχtəs,341,0,A,AxV,ta,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,
 ta ı̯ui pal ƆƆ ı̯oχəs,342,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,
 ta ı̯ui palt sɔwr Ɔ ta ı̯oχtəs,343,0,A,AV,ta,pst,ind,none,pfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,
" SƆ ꞩaltəs,",344,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" kuꞩe χot āŋχwəte tuu̯,",345,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,fam,sp,uniq,strg
