,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam,Comment
"tuwl pı̮ɣe masχatɒs,",259,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,,
 punχatɒs,260,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 aŋke nupəl lāwi,261,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
" - āŋka, lāwi,",262,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
" - kātu̮m kɔs ꞩɔmtal, lāɣlu̮m kɔs ꞩɔmtal",263,,,,NoPtcl,,,none,,,,,,,,,,,,,,,,
 am ti minasum,264,0,A,AV,ti,pst,ind,none,pfv,1,sg,pron,top,sp,uniq,sap,,,,,,,,
 ānke juwl'e nēm χɔu̮m at laws,265,0,A,AxPV,NoPtcl,pst,ind,neg,pfv,H,sg,possnp,act,sp,uniq,strg,U,abst,negp,undef,nonsp,nuniq,nfam,
 kȯna ti kā̇ls,266,0,A,V,ti,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,
 kȯn pȧts,267,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 pirwa χuril jɔ̄ŋχı̮ɣpɒs,268,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 tēpəŋ ās χȱ̭ləŋ ās wata χɔsit pirwa χuril ta mini,269,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 Tuwl jān jȯχtəs,270,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 tuwl jā tal’χe nupəl ta kȯjite,271,1,AP,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
" ja tal’ɒχən jȯχtəs,",272,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 ań mań mȯꞩ χum sasɣe pāɣəln jȯχtəs,273,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 pāɣəl sis palt sɔrniŋ witu̮p mań tūr wɔ̄ŋχa,274,,,,NoPtcl,,,none,,,,,,,,,,,,,,,,
 tuw ta isāps,275,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
" ań mań mȯꞩ χum ēkate kȯn kāls,",276,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,top,sp,uniq,strg,,,,,,,,
" kȯl sis tūre nupəl ānkatɒs,",277,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,
 pirwa ujɣāli,278,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,ref,sp,uniq,nfam,,,,,,,,
 ań ēka juw ꞩāltɒs,279,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,
" juu ꞩāltɒs,",280,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
" χumite nupəl łaɣals̥,",281,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 lawi,282,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 - kȯl sis tūrt mań pirwa isumt,283,0,A,AV,NoPtcl,pst,evid,none,pfv,A,sg,barenp,act,sp,uniq,strg,,,,,,,,
" χumite ńale=jɔwle āmajɒste,",284,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,I,sg,possnp,ref,sp,uniq,w_brdg,
" kȯn kāls,",285,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 kȯl sis tūre nupəl jɔmànti,286,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 nas āt'i sɔ̄l' mań pirwa ujɣàli,287,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,ref,sp,uniq,strg,,,,,,,,
" mań mȯꞩ χum ńale ta taktite, mań pirwa nupəl",288,1,AP,APV,ta,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg,
" mań pirwa tuwl ēlmχolas χuripaı̮ɣ ta jɔ̄ŋ χı̮ɣpas,",289,0,A,AxV,ta,pst,ind,none,pfv,A,sg,barenp,act,sp,uniq,strg,,,,,,,,
" tuwl ėlmχolɒs sȱpəl, elm nēlməl łaɣals̥,",290,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
 lawi,291,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,,
" - mań mȯꞩ χum, ꞩalı̮ɣke, am naŋk ńɔwəł'nəł'əχ ńɔ̄wəł’nəl tēnut ajnut ānu̮nəl χɔt kinseɣən?",292,1,A,PxV,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,I,mass,barenp,typid,nonsp,nuniq,nfam,
ań mań mȯꞩ χum kȯln sas ta mėnası̮ɣ,293,0,A,AV,ta,pst,ind,none,pfv,H,du,univp,act,sp,uniq,strg,,,,,,,,
" juw ꞩaltsı̮ɣ,",294,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,
" MMχ ēkate χar nɔ̄wəl', uj ńɔwəl pȱt paj ti",295,1,A,APV,NoPtcl,npst,ind,none,npfv,H,sg,possnp,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,w_prcp,
 pȱt ti astə̇s,296,0,A,AV,ti,pst,ind,none,pfv,I,sg,barenp,act,sp,uniq,strg,,,,,,,,
" pa-almawes,",297,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,zero,top,sp,uniq,strg,
" ānan χȱnwes,",298,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,zero,top,sp,uniq,strg,
" tēŋke, ajəŋke patsı̮ɣ",299,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,,
 tēne kannəl astəsı̮ɣ,300,X,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,
" astəsı̮ɣ,",301,X,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,,
" ań m m pı̮ɣ łaɣals̥,",302,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,
" - E MMχ sāsı̮ɣke, ēkan (lāwi)",303,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,,
 mana sutɒl sutitilmēn,304,1,AP,PxV,NoPtcl,fut,ind,quest,pfv,1,du,zero,act,sp,uniq,sap,H,sg,possnp,act,sp,uniq,strg,
 ań MMχ łaɣals̥:,305,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,
" - naŋ mana sutəl pəl miɣlən,",306,1,AP,AxV,NoPtcl,fut,ind,none,pfv,2,sg,pron,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg,
 am ta sutəl sutitilum,307,1,AP,AxV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg,
" ań mań mȯꞩ nē pı̮ɣ kȯn kǡls,",308,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,
 wattal ku͕r jiw ūnttəs,309,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam,
" ań ur miš nē, wȯr miš nē kit χumil kȯn ti kāltəstēn",310,1,AP,PAV,ti,pst,ind,none,pfv,H,du,barenp,act,sp,uniq,strg,H,sg,barenp,act,sp,uniq,strg,
 ań wattal ku͕r jiwəl lap = ūnttɔstēn,311,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg,
" tuwl uł'al pēlamtusten,",312,1,AP,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg,
" tɔt ti tajwes, ań nē",313,X,P,V,ti,pst,ind,none,pfv,,,,,,,,H,sg,zero,top,sp,uniq,strg,
" ań mań mȯꞩ nē pı̮ɣ āŋke pałt jals,",314,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,,
 āŋke tȯu̯ləŋ uj χuril putjip tal'aχn ta tȯtəste,315,1,AP,PxV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg,
 ta ɔ̄lmı̮ɣtasət,316,0,A,V,ta,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,,
" ta tal'χəŋ ja tal'χēt ta nus putijm mań mȯꞩ χum aɣijiɣ=pı̮ɣı̮ɣ ta ꞩu͕ńe ta χɔłeł, ta ɔ̄leı̮ɣ",317,0,A,AxV,ta,npst,ind,none,npfv,H,du,barenp,top,sp,uniq,strg,,,,,,,,
 ta ɔjupas,318,0,A,V,ta,pst,ind,none,pfv,I,sg,zero,uniq,sp,uniq,w_glob,,,,,,,,
