,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
" Sat mis kol, sat luv kol pattaten johtas",32,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" Luv kol avi palьɧ punsuŋkve patьs,",33,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 sat toulup liv eŋamanete ta sumьllas,34,0,A,AV,ta,pst,ind,none,npfv,I,abst,possnp,ref,sp,uniq,nfam,,,,,,,
" Luv ꞩermattime,",35,X,P,PV,NoPtcl,pst,evid,none,pfv,,,,,,,,A,sg,barenp,act,sp,uniq,strg
 ta ꞩermat kvalьɧ ta konsьɧtahtas,36,1,A,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,uniq,sp,uniq,nfam
 Ta lapajaptuves ,37,X,P,V,ta,pst,ind,none,pfv,,,,,,,,A,sg,zero,act,sp,uniq,strg
" Sat mis kol, sat luv kol koni palna hontmet johtum jola ta vortumtahtas,",38,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 sans puŋk pasьl jola nopьs,39,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Luve jol l̩ulis,40,0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 Luve lavi:,41,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,top,sp,uniq,strg,,,,,,,
 - ekvaьɧ ojkaьɧ man̩ pьɧriꞩ Katьn ta jorьɧ jemtum,42,0,A,AxV,ta,pst,evid,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 anum puvuŋkve ta vermьslьn,43,1,INF-AP,PV,ta,pst,ind,none,pfv,2,sg,zero,act,sp,uniq,sap,1,sg,pron,act,sp,uniq,sap
 Luve lavi,44,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
" am jomas pal paltitumnьl juv ꞩalten,",45,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 sorniŋ olьn puvlьn kolt puvlen,46,X,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
" am mana hurip, akv ta hurip ulamьl mashaten",47,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
 Tan ta ꞩaltьs,48,0,A,AV,ta,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 Ta puvlьs,49,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" Luve hurip ulamьl ta mashatas,",50,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" kona kvalas,",51,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 aꞩe palt juv ꞩaltas,52,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 aꞩe lavi:,53,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,fam,sp,uniq,strg,,,,,,,
 - pьɧkēt luvьn puvuŋkve vermьslьn?,54,1,INF-AP,PV,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,A,sg,possnp,act,sp,uniq,strg
 Pьɧe lavi,55,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 - Manrьɧ at vermulum,56,1,AP,V,NoPtcl,npst,ind,quest/neg,pfv,1,sg,zero,act,sp,uniq,sap,A,sg,zero,act,sp,uniq,strg
" aꞩe jot jomas ulum vārs,",57,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" ꞩane jot os jomas ulum vars,",58,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" kona kvalas,",59,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" luve palt ta jomantas,",60,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 luve sisna ta talas,61,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 kislakv joŋham lakvьŋ torum janitьl kempliŋ saɧь kemplite ꞩopitanete sis kis lakv joŋham lakvьŋ torum janitьl ta joŋhtaves,62,,,,,,,,,,,,,,,,,,,,,,
 akv mat sansьn tolь̄pam mil l̩oŋh ta hosit ta minmьɧtas,63,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Hosa mā hosaьɧ ta minite!,64,1,AP,PxV,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,abst,barenp,ref,sp,nuniq,nfam
 akv māt elal̩ sunsi,65,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 aman hont aŋkvalьɧ aman naŋk aŋkvalьɧ naŋki,66,0,A,AV,NoPtcl,npst,ind,none,npfv,I,du,barenp,ref,sp,nuniq,nfam,,,,,,,
 nomsi,67,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 tuv ke johtnuvum,68,0,A,V,NoPtcl,fut,irr,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 ti itimavem,69,0,P,V,ti,fut,ind,none,pfv,,,,,,,,1,sg,zero,act,sp,uniq,sap
 Sat ternaj ꞩan̩um noŋh pelamtalnem juji palt sorom ke,70,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 sorom vos,71,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 liliŋ ke,72,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 liliŋ vos,73,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" l̩apan johtьs haꞩne pasьn vane pasьn,",74,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 sunsi,75,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" hot olum hont aŋkvalьɧ, naŋk aŋkvalьɧ, nas-āti kolьɧ-soml̩ahьɧ",76,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" Tuv johtьs,",77,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 sat nakpa luv neɧne aŋkval,78,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Luve tuv neɧuŋkve pataste,79,1,INF-AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
 Satit nakьn luve tuv noŋh hasumtaste,80,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
 Takvi juv ta ꞩaltьs,81,0,A,AV,ta,pst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
" Kole reɧьŋ, turman",82,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Tan lavi:,83,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
 aman elmholas aman oli?,84,0,A,AxV,NoPtcl,npst,ind,quest,npfv,H,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,
 elmholas hot suiti,85,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
" - ekvaьɧ ojkaьɧ man̩ pьɧriꞩ johtum kastal,",86,0,A,AV,NoPtcl,pst,evid,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" jovtim ul̩a atim,",87,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 varim tenut atim,88,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 ekvaьɧ ojkaьɧ man pьɧriꞩ ꞩeraŋka sartmьtas,89,1,A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,I,sg,barenp,typid,sp,nuniq,nfam
 lampa husap pasan tarmьl unli,90,0,A,AxV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
 Pelamtaste,91,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 Juji kol nupьl jomantas,92,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Hun̩t varim tenut seŋkvanel joŋheɧt,93,0,A,AV,NoPtcl,npst,ind,none,npfv,I,mass,pl,ref,sp,nuniq,nfam,,,,,,,
 akv ani viste,94,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" Hurьm sul̩ja vina unli,",95,0,A,AV,NoPtcl,npst,ind,none,npfv,I,pl,barenp,ref,sp,nuniq,nfam,,,,,,,
 akv sulja vina vis,96,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
" akv tarelka ani sorniŋ tep maɧьŋ tep visane,",97,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,pl,barenp,ref,sp,nuniq,nfam
" koni kol pakna totsane,",98,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,pl,zero,act,sp,uniq,strg
 teŋkve ta patas,99,0,INF-A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Tes,100,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 astьs,101,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" Tematenьl manьr arьɧtas,",102,0,A,AV,NoPtcl,pst,ind,none,pfv,U,abst,indefp,top,sp,uniq,strg,,,,,,,
 kona kvaltaste,103,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,zero,act,sp,nuniq,nfam
 luven tittaste,104,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,zero,top,sp,nuniq,nfam
 ajtaste,105,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,zero,top,sp,nuniq,nfam
" Juv ꞩaltas,",106,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 lavi:,107,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" - Ti kolt aman elmholas oli, aman ati?",108,0,A,AV,NoPtcl,npst,ind,quest,npfv,H,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,
 Ti lavi tesum,109,X,A,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,strg,,,,,,,
 ojsum,110,X,A,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,strg,,,,,,,
 Pomaꞩip,111,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 elmholas hot suiti,112,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
 - ekvaьɧ ojkaьɧ man̩ pьɧriꞩ naŋ johtumьn maɧьs jovtim tenut atim,113,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 naŋ johtumьn maɧьs jovtim ul̩a ātim,114,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
" Jomas hum johtьn maɧьs jovtьɧlam ul̩am naŋ kastьl nas kasьɧ holtsьn, teltsьn",115,1,A,PAV,NoPtcl,pst,ind,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
" an̩ hum, ekvaьɧ - ojkaьɧ man̩ pьɧriꞩ minuŋkve patьs,",116,0,INF-A,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 lavi:,117,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 os jomas ulum kolet olnut,118,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Lavi,119,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 - ti minne mānt akvaьɧ minen,120,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 Ta minas,121,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Luve sisen talas,122,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" Hosa ma hosaьɧ ta minite,",123,1,AP,PxV,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,abst,barenp,ref,sp,nuniq,nfam
 vati ma vatiɧ ta minite,124,1,AP,PxV,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,abst,barenp,ref,sp,nuniq,nfam
 Minimete hotal aimaŋkve ta patьs,125,0,INF-A,APV,ta,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,w_glob,,,,,,,
 elal̩ sunsi,126,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 aman hont aŋkvalьɧ aman naŋk aŋkvalьɧ naŋkeьɧ,127,0,A,AV,NoPtcl,npst,ind,none,npfv,I,du,barenp,ref,sp,nuniq,nfam,,,,,,,
 Jomaꞩakve l̩apan johtuŋkve pates,128,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" an̩ malьŋ, kolьɧ soml̩ahьɧ",129,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Tuv ta johtьs,130,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 sat nakpa luv neɧne nakьŋ aŋkval,131,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Luve tuv ta neьɧuŋkve pateste,132,1,INF-AP,PV,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
 Satit nakna luve tuv noŋh ta neьɧьste,133,1,AP,PxV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,A,sg,possnp,top,sp,uniq,strg
 Juv ta saltas,134,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" akv ekva unli, lun̩ꞩim",135,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam,,,,,,,
 - apьɧkve hotal̩ mineɧьn?,136,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 Tan lavi,137,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 - Jorit totne mā kinseɧum,138,1,A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,I,sg,barenp,ref,sp,uniq,nfam
 akve lavi:,139,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 - Manьr jorit totne mā oli,140,0,A,AV,NoPtcl,npst,ind,quest,npfv,I,sg,barenp,act,sp,uniq,strg,,,,,,,
" am an̩ pьɧum akv naŋ huripan pohatur, hum kos ols,",141,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,ref,sp,uniq,w_brdg,,,,,,,
" lui hum aɧin hatalalas,",142,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 nete pattita lui hum pьɧna alves,143,1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
" Hotal̩ olne sorniŋ tepьl akven tittave,",144,1,P,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 ajtave,145,X,P,V,NoPtcl,npst,ind,none,pfv,,,,,,,,H,sg,zero,top,sp,uniq,strg
 akve lavi,146,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" - Ti l̩oŋhьn hosit minimen elьn janьɧ jivpa hara sujna pateɧьn,",147,0,A,V,NoPtcl,fut,ind,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 am pьɧum tot ta hontalas,148,X,A,AxV,ta,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 Lui hum pьɧe jot tot ta hontьlas,149,X,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Toh elumhplas olime,150,X,P,PV,NoPtcl,pst,evid,none,pfv,,,,,,,,H,sg,barenp,typid,sp,nuniq,nfam
 uprum vor pum hol̩tol olime,151,X,P,V,NoPtcl,pst,evid,none,pfv,,,,,,,,H,sg,zero,act,sp,uniq,strg
 akven hurmintьɧ san̩ka palьl majves,152,1,P,AxV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,,,,,H,sg,zero,act,sp,uniq,strg
 Ta minmьɧtas,153,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 akve lavi,154,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 - Hontlim mān johteɧьn,155,0,A,V,NoPtcl,fut,ind,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
" jola l̩uleɧьn,",156,0,A,V,NoPtcl,fut,ind,none,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
 lāven:,157,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
  Ti hontlim māt aman liliŋ elmholas aman oli?,158,0,A,AxV,NoPtcl,npst,ind,quest,npfv,H,sg,barenp,ref,nonsp,nuniq,nfam,,,,,,,
" akvumna majvesum,",159,1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,1,sg,zero,act,sp,uniq,sap
" hurmintьɧ san̩ka palьl majvesum,",160,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,1,sg,zero,top,sp,uniq,sap
" liliŋ elmholas aman oli, aman āti?",161,0,A,AxV,NoPtcl,npst,ind,quest,npfv,H,sg,barenp,ref,nonsp,nuniq,nfam,,,,,,,
 Liliŋ elmholas ke olnuv,162,0,A,AV,NoPtcl,npst,irr,none,npfv,H,sg,barenp,ref,nonsp,nuniq,nfam,,,,,,,
 ti hurmintьɧ san̩ka pālum akv jot ti tenuvanmen,163,1,AP,PxV,ti,fut,irr,none,pfv,1,du,zero,act,sp,uniq,sap,I,pl,possnp,act,sp,uniq,strg
 Tan ta minas,164,0,A,AV,ta,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
" Tuv johtьs,",165,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 sōl̩ elmholas alime,166,X,P,PV,NoPtcl,pst,evid,none,pfv,,,,,,,,H,sg,barenp,ref,sp,uniq,w_prcp
" ur pum vor pum hol̩tьl, sōl̩, alime",167,X,P,V,NoPtcl,pst,evid,none,pfv,,,,,,,,H,sg,zero,act,sp,uniq,strg
" Tan tot jol l̩ulis,",168,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 lavi:,169,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 - aman liliŋ elmholas aman oli?,170,0,A,AxV,NoPtcl,npst,ind,quest,npfv,H,sg,barenp,ref,nonsp,nuniq,nfam,,,,,,,
" akvumna majvesum,",171,1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,1,sg,zero,act,sp,uniq,sap
 hurmintьɧ san̩ka palьl majvesum,172,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,1,sg,zero,top,sp,uniq,sap
" Liliŋ elmholas ke olnuv,",173,0,A,AV,NoPtcl,npst,irr,none,npfv,H,sg,barenp,ref,nonsp,nuniq,nfam,,,,,,,
 ti hurmintьɧ san̩ka palum akv jot ti tenuvanmen,174,1,AP,PxV,ti,fut,irr,none,pfv,1,du,zero,act,sp,uniq,sap,I,pl,possnp,act,sp,uniq,strg
 elmholas suiti,175,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,typid,sp,nuniq,nfam,,,,,,,
" - am ti tene ꞩol at on̩ꞩeɧum,",176,1,A,APV,NoPtcl,npst,ind,neg,nfpv,1,sg,pron,act,sp,uniq,sap,I,abst,barenp,ref,nonsp,nuniq,nfam
 lui hum pьɧna álvēsum,177,1,P,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,,,,,1,sg,zero,top,sp,uniq,sap
 Hum (Pьɧriꞩ) lavi,178,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 - Tuvьl manurьl iŋ potьrteɧьn?,179,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 Tan lavi:,180,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
" - sopluvum saɧrapaves,",181,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,possnp,uniq,sp,uniq,w_brdg
 puŋkum man̩ si̊p tan lomten úrāve,182,1,P,PAV,NoPtcl,npst,ind,none,npfv,I,sg,possnp,,,,,I,sg,possnp,uniq,sp,uniq,w_brdg
 naŋ hotal̩ mineɧьn?,183,0,A,AxV,NoPtcl,npst,ind,quest,npfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 ekvaьɧ ojkaьɧ man̩ pьɧriꞩ tan lavi:,184,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 lui hum pьɧ palt hajtalaŋkve mineɧum,185,0,INF-A,PV,NoPtcl,fut,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 alim humite lavi,186,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" - am, lavim ta kos hontlasum",187,X,A,AV,ta+,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 oluŋkve at ta vermeslum,188,1,INF-AP,PV,ta,pst,ind,neg,pfv,1,sg,zero,top,sp,uniq,sap,,,,,,,
 naŋ hun̩ vermilьn,189,1,AP,AxV,NoPtcl,npst,ind,quest,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
" - am, lavi, vermeɧum",190,X,A,AV,NoPtcl,npst,ind,none,npfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" - naŋ tah minimen, hara man neɧleɧьn,",191,0,A,AxV,NoPtcl,fut,ind,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 lui hum pьɧ kole ta hara ma kotil̩t unlьnete nāŋki,192,0,A,AV,NoPtcl,fut,ind,none,npfv,I,sg,possnp,uniq,sp,uniq,w_brdg,,,,,,,
 sat nak l̩ulit kol,193,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 numi nake kumьska kol,194,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" naŋ tuv neɧleɧьn tah,",195,0,A,AV,NoPtcl,fut,ind,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 tan naŋьn kasalite,196,1,AP,APV,NoPtcl,fut,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,2,sg,pron,top,sp,uniq,sap
" tan tah kon kvalapi,",197,0,A,AxV,NoPtcl,fut,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
" roŋhuɧli,",198,0,A,V,NoPtcl,fut,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 naŋ tah luvьh jola sānsinti,199,0,A,AV,NoPtcl,fut,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 Kaьntьɧ os roŋhuɧli,200,0,A,V,NoPtcl,fut,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 luvьn tah jol patuŋkve vorati,201,0,INF-A,AxPV,NoPtcl,fut,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 naŋ toh ātimtal ꞩolentьl luvьn junьɧteln,202,1,AP,AxPV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,A,sg,possnp,top,sp,uniq,strg
" naŋ man kempelpьꞩ minuŋkve pateɧьn,",203,0,INF-A,AxPV,NoPtcl,fut,ind,none,pfv,2,sg,pron,top,sp,uniq,sap,,,,,,,
 tan uꞩ pьl pelpьꞩ juv,204,0,A,AxV,NoPtcl,fut,ind,none,npfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
" Tan os luve sisen tāli,",205,0,A,AxV,NoPtcl,fut,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
" os hurmintьɧ roŋhuɧli,",206,0,A,V,NoPtcl,fut,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 naŋ luvьn tah jol patsi,207,0,A,AxV,NoPtcl,fut,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
" Tuvьl naŋ os kotьrteln, (junьɧteln)",208,1,AP,AxV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,sap,A,sg,zero,top,sp,uniq,strg
 naŋ luvьn poher tan luve urite,209,1,AP,APV,NoPtcl,fut,ind,none,npfv,H,sg,pron,act,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
" naŋ luvьŋ ureln,",210,1,AP,APV,NoPtcl,fut,imp,none,npfv,2,sg,pron,act,sp,uniq,sap,A,sg,possnp,top,sp,uniq,strg
 ꞩar tan luve maɧьlna ureln,211,1,AP,V,NoPtcl,fut,imp,none,npfv,2,sg,zero,top,sp,uniq,strg,A,sg,zero,act,sp,uniq,strg
 Luvьɧ akvan vos hojeьɧ,212,0,A,AV,NoPtcl,fut,opt,none,pfv,A,du,barenp,act,sp,uniq,strg,,,,,,,
" Tan tah jola porьɧmi,",213,0,A,AxV,NoPtcl,fut,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 naŋ nupьlna lavi:,214,0,A,V,NoPtcl,fut,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" - naŋ jeɧpьɧьɧ olen,",215,0,A,AxV,NoPtcl,fut,imp,none,npfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 am apꞩiɧ oleɧum ,216,0,A,AxV,NoPtcl,fut,ind,none,npfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 Ti haniꞩtaves,217,X,P,V,ti,pst,ind,none,pfv,,,,,,,,H,sg,zero,act,sp,uniq,strg
