,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 Ta minmьɧtas,218,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 sōl̩ hara mān neьɧlas,219,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 sōl̩ kol unlьnete naŋki,220,0,A,AV,NoPtcl,npst,ind,none,npfv,I,abst,possnp,fam,sp,uniq,strg,,,,,,,
 sōl̩ sātit nake kumьska kol,221,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Hajtne tul l̩ulitьl unli,222,0,A,V,NoPtcl,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
" Tau tuvle sunsi,",223,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 satit naknьl seri varp jolal̩ ta tahame nāŋki,224,0,A,AV,ta,npst,ind,none,npfv,I,sg,possnp,ref,sp,nuniq,nfam,,,,,,,
 Kona patkete ta roŋhuɧlas,225,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Tit luve jola ta sansintas,226,0,A,AV,ta,pst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
" Tan luve ta junьɧtaste,",227,1,AP,APV,ta,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
 n̩aŋra ꞩahьl hol̩ ta pókmātas,228,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Luve pelpьꞩ ta minuŋkve patьs,229,0,INF-A,AxPV,ta,pst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
" Tuvle sunsi,",230,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" luve sisna ta porьɧmas,",231,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 kitantьɧ os ta roŋhuɧlas,232,0,A,V,ta+,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Tit luve jola ta patsas,233,0,A,AV,ta,pst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
" Hurmintьɧ os ta roŋhuɧlas,",234,0,A,V,ta+,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 tit luve akaьɧ l jola ta pats,235,0,A,AxV,ta,pst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 Tan lavi,236,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 - Manьr sir pil̩ne mān,237,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
" Tit, lavi, vor hulah",238,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" pьɧriꞩ roŋhuɧlas,",239,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 naŋ os jol patsьn!,240,0,A,AxV,NoPtcl,pst,ind,none,pfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
" Homꞩil junьɧtaste kis lakv joŋham lakvьŋ torum janitьl,",241,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,A,sg,zero,act,sp,uniq,sap
" homꞩi minam mus, ul̩al sāls",242,0,A,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
" Luve an̩ manьr minas,",243,0,A,AxV,NoPtcl,pst,ind,none,npfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 uꞩ pil taq pьlpьꞩ minuŋkve pats,244,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,
 Ja ti luvanen akvan ta hojasьɧ,245,0,A,AV,ta,pst,ind,none,pfv,A,du,possnp,act,sp,uniq,strg,,,,,,,
 Lui hum pьɧ luve hurum usil palitna juvle totves,246,X,P,PxV,NoPtcl,pst,ind,none,pfv,,,,,,,,A,sg,possnp,act,sp,uniq,strg
 Lui hum pьɧ jol porьɧmas,247,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 ekvaьɧ ojkaьɧ pьɧriꞩ nupьl lavi:,248,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" - naŋ jajphьɧ olen,",249,0,A,AxV,NoPtcl,fut,imp,none,npfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 am apꞩiɧ oleɧum,250,0,A,AxV,NoPtcl,fut,ind,none,npfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" Ti, lavi, juv minimen",251,0,A,V,NoPtcl,fut,hort,none,pfv,1,du,zero,act,sp,uniq,sap,,,,,,,
 Ta minasьɧ,252,0,A,V,ta,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 Sat naklulit kolen juv johtesьɧ,253,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,
 Sat nak lulit luv neɧne ker aŋkval,254,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" Lui hum pьɧ luve neɧьste, hotit nakna",255,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
 ekvaьɧ ojkaьɧ man̩ pьɧriꞩ luve neɧьste satit nakna,256,1,AP,APV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,A,sg,possnp,act,sp,uniq,strg
 Juv ꞩaltsьɧ,257,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 Lui hum pьɧ lavi:,258,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" - Jaɧpьɧ, man manьr ti janit vaɧьl kantleɧьn?",259,0,A,V,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
" - Manьr am, lavi, kontleɧum",260,0,A,AV,NoPtcl,npst,ind,quest,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 nematьr at kantleɧum,261,0,A,V,NoPtcl,npst,ind,neg,npfv,1,sg,zero,top,sp,uniq,sap,,,,,,,
 Ta oleьɧ,262,0,A,V,ta,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 olneten halt apꞩite tistujas,263,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 Jeɧpьɧe lavi,264,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 - manьr tisteɧьn,265,1,A,PV,NoPtcl,npst,ind,quest,npfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
 manьr voꞩleɧьn?,266,1,A,PV,NoPtcl,npst,ind,quest,npfv,2,sg,zero,top,sp,uniq,sap,,,,,,,
" - Manьr ti̊steɧem,",267,1,A,PV,NoPtcl,npst,ind,quest,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
" manьr voꞩleɧum,",268,1,A,PV,NoPtcl,npst,ind,quest,npfv,1,sg,zero,top,sp,uniq,sap,,,,,,,
 ꞩar jortal oleɧum,269,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,top,sp,uniq,sap,,,,,,,
 - Mol hotal jimant matьr ul vasьn?,270,1,A,PxV,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,U,abst,indefp,undef,nonsp,nuniq,nfam
 Lavi - vāsum,271,X,A,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 - am jorum tot on̩save,272,X,P,PxV,NoPtcl,npst,ind,none,npfv,,,,,,,,I,abst,possnp,uniq,sp,uniq,w_brdg
" - manьr, lavi, jorьn,",273,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
" - am, lavi, ekva pьɧriꞩ, apьɧriꞩ jot hontlasum",274,0,A,AxV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 sopluve kos saɧrapasum,275,1,A,PV,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,possnp,uniq,sp,uniq,w_brdg
" sirajum hot ojtaslum,",276,1,AP,PV,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,possnp,ref,sp,uniq,w_brdg
 tan tarm pateste,277,1,AP,V,NoPtcl,pst,ind,none,pfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
 Vi̊ŋkve at vermilum,278,1,INF-AP,PV,NoPtcl,npst,ind,neg,npfv,1,sg,zero,act,sp,uniq,sap,I,sg,zero,top,sp,uniq,strg
" Ta l̩apan johteɧum,",279,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,top,sp,uniq,sap,,,,,,,
 luvum jol hanni,280,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
" Jola vaɧluŋkve pateɧum,",281,0,INF-A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 luvum sisna tuv hanujeɧum,282,0,A,V,NoPtcl,npst,ind,none,npfv,1,sg,zero,top,sp,uniq,sap,,,,,,,
" Juvle jiŋkve pateɧum, ",283,0,INF-A,PV,NoPtcl,npst,ind,none,npfv,1,sg,zero,top,sp,uniq,sap,,,,,,,
luvum husmati,284,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
 Jeɧpьɧe lavi,285,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
" - am lavi molal elal̩ jimumt tan sajim,",286,0,A,AV,NoPtcl,pst,evid,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 tup luv an̩anel unleɧt,287,0,A,AV,NoPtcl,npst,ind,none,npfv,I,pl,possnp,ref,sp,uniq,w_brdg,,,,,,,
" - ati, apꞩite lavi,",288,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 tuve satьɧ ti jemtas,289,0,A,AxV,ti,pst,ind,none,pfv,I,sg,dpossnp,act,sp,uniq,strg,,,,,,,
 am jalanteɧum,290,0,A,AV,NoPtcl,npst,ind,none,npfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 tan liliŋ,291,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Jeɧpьɧe lavi,292,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 - am lavi mineɧum,293,0,A,AV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" ti olmajilum,",294,1,AP,V,ti,fut,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,zero,act,sp,uniq,strg
 silajin ti vьɧlum,295,1,AP,PV,ti,fut,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,I,sg,possnp,act,sp,uniq,strg
 apꞩite lavi:,296,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 - vi̊ŋkve at vermilьn,297,1,INF-AP,PV,NoPtcl,fut,ind,neg,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
 Ekvaьɧ ojkaьɧ pьɧriꞩ lavi,298,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 - Am vermilum,299,1,AP,AV,NoPtcl,fut,ind,none,npfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 Ta minas,300,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" Tuv johtas,",301,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" humite palt neɧlas,",302,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 luve tuv jol hanujas,303,0,A,AxV,NoPtcl,pst,ind,none,pfv,A,sg,possnp,top,sp,uniq,strg,,,,,,,
 Ta humite tьɧle l̩al̩t lavi:,304,0,A,AxV,NoPtcl,npst,ind,none,pfv,H,sg,dpossnp,act,sp,uniq,strg,,,,,,,
" - Jatel̩ jaɧpьɧ, am lavi ti tuve sāt, tale sāt tit ta hujanteɧum,",305,0,A,AxV,ta,npst,ind,none,npfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" naŋ ta apsijiɧ patum humin, am lilim ke nelteɧьn,",306,1,A,PV,NoPtcl,fut,irr,none,pfv,2,sg,zero,act,sp,uniq,sap,I,abst,possnp,uniq,sp,uniq,w_brdg
 siraje mьɧlum,307,1,AP,PV,NoPtcl,fut,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,sg,dpossnp,fam,sp,uniq,strg
 Am lilim ke nelteɧьn,308,1,A,PV,NoPtcl,fut,irr,none,pfv,2,sg,zero,act,sp,uniq,sap,I,abst,possnp,act,sp,uniq,strg
 - Am naŋ lilin manurьl jaltaptilum,309,1,AP,APxV,NoPtcl,fut,ind,quest,pfv,1,sg,pron,act,sp,uniq,sap,I,abst,possnp,act,sp,uniq,strg
 Am lilim neltanut amki on̩ꞩeɧum,310,1,A,APV,NoPtcl,npst,ind,none,npfv,1,sg,pron,act,sp,uniq,sap,I,sg,barenp,act,sp,uniq,strg
" Am lilim ke nelteɧьn,",311,1,A,PV,NoPtcl,fut,irr,none,pfv,2,sg,zero,act,sp,uniq,sap,I,abst,possnp,top,sp,uniq,strg
" naŋ jaɧphьɧ olen,",312,0,A,AxV,NoPtcl,fut,imp,none,npfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
 am apꞩiɧ oleɧum,313,0,A,AxV,NoPtcl,fut,ind,none,npfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 Lavi - Neltilum,314,1,AP,V,NoPtcl,fut,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,abst,zero,act,sp,uniq,strg
 L̩apan minas,315,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Ekva Pьɧriꞩ lilite neltite,316,1,AP,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,I,abst,possnp,act,sp,uniq,strg
" - Am puŋkum pineln, ꞩar sohtьl",317,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,possnp,uniq,sp,uniq,w_brdg
 Puŋke pinves,318,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,possnp,act,sp,uniq,strg
" Elnuv jalanti,",319,0,A,V,NoPtcl,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
 ꞩar sohtьl oli,320,0,A,V,NoPtcl,npst,ind,none,npfv,I,sg,zero,act,sp,uniq,strg,,,,,,,
 Ekva Pьɧriꞩ lavi:,321,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
" - Am ti erьɧ totne hum,",322,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" am ti mojt totne hum,",323,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ꞩar puŋkum sohtьl vos oli,324,0,A,AxV,NoPtcl,fut,opt,none,npfv,I,sg,possnp,act,sp,uniq,strg,,,,,,,
" Ekvaьɧ-ojkaьɧ pьɧriꞩna sunsave,",325,1,P,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 ꞩar sohtьl oli,326,0,A,V,NoPtcl,npst,ind,none,npfv,I,sg,zero,top,sp,uniq,strg,,,,,,,
 Ekva Pьɧriꞩ lavi:,327,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 - Am ti jomas pal ꞩepumt liliŋ vit sulji oli,328,0,A,AV,NoPtcl,npst,ind,none,npfv,I,sg,barenp,ref,sp,uniq,nfam,,,,,,,
" Vujeln,",329,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,sap,I,sg,zero,act,sp,uniq,strg
" am ti sipluvum saɧrapim mate sarteln,",330,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,possnp,fam,sp,uniq,strg
 am Sōpum liliŋ vitьl ajteln,331,1,AP,PxV,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,sap,I,sg,possnp,uniq,sp,uniq,w_brdg
" Ajtves,",332,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,zero,act,sp,uniq,strg
 sartves,333,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,zero,act,sp,uniq,strg
 Hum noŋh untas,334,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 Noŋ l̩ulis,335,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Paꞩalahtasьɧ,336,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
 Siraje majves,337,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,possnp,act,sp,uniq,strg
 An Ekva Pьɧriꞩ lavi,338,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 - An̩ naŋ jeɧphьɧ olen,339,0,A,AxV,NoPtcl,fut,imp,none,npfv,2,sg,pron,act,sp,uniq,sap,,,,,,,
" Aniɧlahtesьɧ,",340,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,act,sp,uniq,strg,,,,,,,
" sipьɧlahtesьɧ,",341,0,A,V,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,
 ti kittьɧ ta minasьɧ,342,0,A,V,ta,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,,,,,,,
 Ekvaьɧ Ojkaьɧ pьɧriꞩ Lui hum palt os ta minas,343,0,A,AxV,ta+,pst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 Tuv johtьs,344,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" - Ē, lavi, jatel̩ jaɧpьɧ ta johtasьn,",345,0,A,V,ta,pst,ind,none,pfv,2,sg,zero,act,sp,uniq,sap,,,,,,,
" - Ā, lavi, ta johtasum",346,0,A,V,ta,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 - Aman jorum totaslьn?,347,1,AP,PV,NoPtcl,pst,ind,quest,pfv,2,sg,zero,act,sp,uniq,sap,I,abst,possnp,fam,sp,uniq,strg
 Jeɧpьɧe lavi,348,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 - Totaslum,349,1,AP,V,NoPtcl,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,I,abst,zero,act,sp,uniq,strg
 Sьraje majves,350,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,dpossnp,act,sp,uniq,strg
" - An̩, lavi, vosьɧ ēt at hujeɧum",351,0,A,V,NoPtcl,fut,ind,neg,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 Molal Mutraŋ ekva aɧin hajtalaslum,352,1,AP,PV,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,sap,H,sg,barenp,fam,sp,uniq,strg
 Hajtalalum hurmit tal,353,,,V,NoPtcl,,,none,,,,,,,,,,,,,,,
 An̩ ti jorum johtьs,354,0,A,AV,NoPtcl,pst,ind,none,pfv,I,abst,possnp,act,sp,uniq,strg,,,,,,,
 An̩ Mutraŋ ekva hontlaŋkve am jotum saka vorati,355,0,INF-A,APxV,NoPtcl,fut,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 Am an̩ ti ēt hontlaŋkve mineɧum,356,0,INF-A,AxPV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
" Mashatas,",357,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" enthatas,",358,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 minas,359,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Hontlan maten johtьs,360,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Mutraŋ ekva mire athatmьt,361,0,A,AV,NoPtcl,pst,evid,none,pfv,H,pl,possnp,ref,sp,uniq,w_brdg,,,,,,,
 Mutraŋ ekva mir ta kem sav on̩ꞩi,362,1,A,APxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,H,pl,barenp,ref,nonsp,nuniq,strg
" Osьŋ l̩om uj, osьŋ palum kem mir on̩ꞩi",363,1,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,H,pl,barenp,ref,nonsp,nuniq,strg
" Ta kos ali,",364,X,A,V,ta+,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" ta kos loŋhiti,",365,X,A,V,ta+,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" mana kem ali,",366,1,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,abst,barenp,undef,nonsp,nuniq,nfam
 akv pis ta johti,367,0,A,AV,ta,npst,ind,none,npfv,I,sg,barenp,top,sp,uniq,strg,,,,,,,
" mana kem ali,",368,1,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,I,abst,barenp,undef,nonsp,nuniq,nfam
 akv pis ta johti,369,0,A,AV,ta,npst,ind,none,npfv,I,sg,barenp,top,sp,uniq,strg,,,,,,,
" Aman tale sāt hontlas,",370,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" aman tuve sat hontlas,",371,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 juv ta minas,372,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" - Jatel jeɧpьɧ, Mutraŋ ekva mire ta kem sav",373,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Ta kos alasum,374,X,A,V,ta+,pst,ind,none,pfv,1,sg,zero,act,sp,uniq,sap,,,,,,,
 pusьn aluŋkve at ta vermesanum,375,1,INF-AP,PV,ta,pst,ind,neg,pfv,1,sg,zero,top,sp,uniq,sap,H,pl,univp,ref,sp,nuniq,strg
 Jeɧpьɧe lavi:,376,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
 - Naŋ maɧsьlьn am jaleɧum,377,0,A,AV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 - Manьr jatel jeɧpьɧ,378,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
" naŋ minken, mat mon pistave",379,,,,,,,,,,,,,,,,,,,,,,
" - Ati, lavi, am mineɧum",380,0,A,AV,NoPtcl,fut,ind,none,pfv,1,sg,pron,act,sp,uniq,sap,,,,,,,
 Minas,381,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Tuv johtas,382,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Mutraŋ ekva mire ta kem sav,383,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Hontlaŋkve pats,384,0,INF-A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 Luv posne homsite viste,385,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,dpossnp,ref,sp,uniq,w_brdg
" Tьɧle hosɧi,",386,X,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" tuvle hosɧi,",387,X,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Mutraŋ ekva mire akv matert holasьt,388,0,A,AxV,NoPtcl,pst,ind,none,pfv,H,pl,possnp,act,sp,uniq,strg,,,,,,,
 Akva arьɧtas,389,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,barenp,ref,sp,uniq,w_set,,,,,,,
" Jujil kos n̩aunlitaste,",390,1,AP,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
 vit alntan jivьɧ jemtapas,391,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Kis hol̩tьl ta povaraŋkve pats,392,0,INF-A,PV,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" Jujil kos n̩aulьɧtaste,",393,1,AP,V,NoPtcl,pst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
 hot ustьpaste,394,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
" Jol vaɧlьs,",395,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tot jomьɧti,396,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Mā lepkas hontьɧpas,397,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Tuvle jolal̩ hajtup,398,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" Tuv jol-ta ꞩaltas,",399,0,A,V,ta,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 hajtup hosit ta mini,400,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Joli torumna ta mini,401,0,A,V,ta,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Jola johtьs,402,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" Akv kol,",403,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Kolna juv ꞩaltьs,404,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Akv ekva setap vari,405,1,A,APV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam,I,mass,barenp,typid,nonsp,nuniq,nfam
 Nal larmapti,406,1,A,PV,NoPtcl,npst,ind,none,npfv,H,sg,zero,act,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam
