,No,Trans,Form,W-ord,Ptcl,Tns,Mood,SenT,Pfv,S-anim,S-Numb,A-rform,A-rstat,A-sp,A-uniq,A-fam,O-anim,O-Numb,O-rform,O-rstat,O-sp,O-uniq,O-fam
 ēla ɔ̄leı̮ɣ,76,0,A,V,NoPtcl,npst,ind,none,npfv,H,du,zero,act,sp,uniq,strg,,,,,,,
" χɔ̇sa ɔ̄lsı̮ɣ, ",77,0,A,V,NoPtcl,pst,ind,none,npfv,H,du,zero,top,sp,uniq,strg,,,,,,,
wati ɔ̄lsı̮ɣ,78,0,A,V,NoPtcl,pst,ind,none,npfv,H,du,zero,top,sp,uniq,strg,,,,,,,
 ɔ̄limetēn  ńawram ɔꞩsı̮ɣ,79,1,A,PV,NoPtcl,pst,ind,none,pfv,H,du,zero,top,sp,uniq,strg,H,sg,barenp,typid,nonsp,nuniq,w_brdg
" ērı̮ɣ tȯtne χum mȯjt tȯtne χum jānı̮ɣwes, ",80,0,P,AV,NoPtcl,pst,ind,none,pfv,,,,,,,,H,sg,pron,uniq,sp,uniq,nfam
kȯn jȯnɣasan jānitı̮ɣ jēmtəs,81,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 UƆƆ ńawramətən jonɣeɣt,82,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,uniq,sp,uniq,w_brdg,,,,,,,
 Jau̯ ꞩaralaχti,83,0,A,AV,NoPtcl,npst,ind,none,unkn,H,sg,pron,act,sp,uniq,strg,,,,,,,
 āꞩe χuntali ,84,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,possnp,fam,sp,uniq,strg,,,,,,,
ulta wes ńawramt laweɣt: -,85,0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
" mȯꞩ, nī jeɣpı̮ɣēntəl ńawram ɔꞩsı̮ɣ",86,1,A,AxPV,NoPtcl,pst,ind,none,pfv,H,du,barenp,fam,sp,uniq,strg,H,sg,barenp,typid,nonsp,nuniq,w_brdg
    tau̯ ań moꞩχum tumajti:,87,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 am jeɣāɣim tau̯ ul ɔ̄li,88,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,possnp,fam,sp,uniq,strg,,,,,,,
 Juw-minas,89,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" Juw-ꞩaltəs, ",90,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
tumajti,91,0,A,V,NoPtcl,npst,ind,none,npfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 Kitı̮ɣlaχti,92,0,A,V,NoPtcl,npst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 am jeɣāɣim χōtal' minas,93,0,A,AxV,NoPtcl,pst,ind,quest,pfv,H,sg,possnp,act,sp,uniq,strg,,,,,,,
" Jau̯ lāwi, ",94,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
am at wāɣlum,95,1,AP,AV,NoPtcl,npst,ind,neg,npfv,1,sg,pron,act,sp,uniq,strg,,,,,,,
 χȯttal wɔ̄tastawes,96,0,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,H,sg,zero,act,sp,uniq,strg
 tau̯ lāwi - ,97,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
"ȯtnako, jäɣaɣi naŋ ul ɔ̄leɣən",98,0,A,AV,NoPtcl,npst,ind,none,npfv,2,sg,pron,act,sp,uniq,strg,,,,,,,
" Manurəl WƆƆ ńawramt lāweɣt, ",99,0,A,AV,NoPtcl,npst,ind,none,npfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
am χɔ̭̇nt lasum,100,0,A,AV,NoPtcl,pst,ind,none,pfv,1,sg,pron,act,sp,uniq,strg,,,,,,,
" tau ūntəlmatɒs, nēte, ",101,0,A,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
sȯp=ńelmtal ūntəlmatɒs,102,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 mȯꞩ χum tumajti: - L'ul',103,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,top,sp,uniq,strg,,,,,,,
 elmχȯlɒs isəŋ ārt  nɔtən ārt punsi anumn l'ul',104,,,,,,,,,,,,,,,,,,,,,,
" Tajaχ taχ nē lāwi, ",105,0,A,AV,NoPtcl,fut,ind,none,pfv,H,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,
"χum lāwi,  ",106,0,A,AV,NoPtcl,fut,ind,none,pfv,H,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,
mȯꞩ χum jaɣāɣi tēntəl ɔ̄leı̮ɣ,107,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,du,barenp,fam,sp,uniq,strg,,,,,,,
 am ta kȯni pal taχ ēsėrma,108,,,,,,,,,,,,,,,,,,,,,,
" nɔŋχal' l'ul'es, ",109,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
"sāɣrap wis, ",110,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
"kāsaj wis, ",111,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
kiw talu̮p wis,112,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,nfam
 untəs kwtχatunkwe,113,0,INF-A,VP,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" mȯrtsı̮ɣ kiwtɒs, ",114,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,du,pron,act,sp,uniq,strg
āstəs,115,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
" nɔ̄ŋχal' l'ul'is,",116,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 jaɣāɣi=nete pȯ̭ŋk sɔ̄we puwəste,117,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,mass,possnp,ref,sp,uniq,w_brdg
 kȯna=kwaltəste,118,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
" pāu̯l kan jola=pinɒste, ",119,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
"sāɣrape wis, ",120,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
kāsaje wis,121,1,A,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
" manekēm jɔ̄re jɔχtəs, ",122,0,A,AV,NoPtcl,pst,ind,none,pfv,I,abst,possnp,typid,nonsp,nuniq,nfam,,,,,,,
"pȯ̭l'i sāɣrəs, ",123,X,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
jaktəste,124,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,act,sp,uniq,strg
" piɣriꞩe puwəste, ",125,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,possnp,fam,sp,uniq,strg
"kȯt tȯtaste,",126,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
" ɔs alaste, ",127,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
pɔ̭̇l'iɣ sāɣrəste,128,1,AP,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,H,sg,zero,top,sp,uniq,strg
" Ti ńawram tau̯ mȯnt jānı̮ɣmanūu̯ kȯs,",129,0,A,AxV,NoPtcl,fut,irr,none,pfv,H,sg,demnp,act,sp,uniq,strg,,,,,,,
" jānı̮ɣmi,",130,0,A,V,NoPtcl,fut,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,,,,,,,
 tau̯ taχ lāwi,131,0,A,AxV,NoPtcl,fut,ind,none,pfv,H,sg,pron,top,sp,uniq,strg,,,,,,,
 āꞩ l'aɣali ,132,0,A,AV,NoPtcl,fut,ind,none,npfv,H,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,
sāń laɣal'i: ,133,0,A,AV,NoPtcl,fut,ind,none,npfv,H,sg,barenp,typid,nonsp,nuniq,nfam,,,,,,,
"elmχȯlɒs isəŋ ārt nɔtəŋ ārt pȯsχati, ",134,,,,,,,,,,,,,,,,,,,,,,
tuu taχ pȯtərti,135,0,A,AxV,NoPtcl,fut,ind,none,npfv,H,sg,pron,act,sp,uniq,strg,,,,,,,
 ta pɔrat anumn ēꞩərma,136,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 Juw̯ minas,137,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
" mas χatɒs, ",138,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
pinχatɒs: ,139,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
   minas,140,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
χottal' pəl nɔmte patəs,141,0,A,AV,NoPtcl,pst,ind,none,pfv,I,abst,possnp,ref,sp,uniq,w_brdg,,,,,,,
 ań warmal' minas jaɣāɣite nȯ̭pəl,142,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,w_glob,,,,,,,
" tɔ̄rəm tuja jemtəs, ",143,0,A,AxV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,w_glob,,,,,,,
lȯpta tēls,144,0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,barenp,typid,nonsp,nuniq,nfam,,,,,,,
"   pum tēls, ",145,0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,barenp,typid,nonsp,nuniq,nfam,,,,,,,
ńir tēls,146,0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,barenp,typid,nonsp,nuniq,nfam,,,,,,,
 tau kēlpatenəl pȯrı̮ɣ tēls,147,0,A,AV,NoPtcl,pst,ind,none,pfv,I,sg,barenp,ref,sp,uniq,nfam,,,,,,,
 tuijiɣ jēmtəs,148,0,A,V,NoPtcl,pst,ind,none,pfv,,,,,,,,,,,,,,
    wȯrt ɔlnut jālasi,149,0,A,AV,NoPtcl,npst,ind,none,npfv,A,sg,barenp,ref,sp,nuniq,nfam,,,,,,,
" Ur pil kinsi, ",150,1,A,PV,NoPtcl,npst,ind,none,npfv,A,sg,zero,act,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam
wȯr pil kinsi,151,1,A,PV,NoPtcl,npst,ind,none,npfv,A,sg,zero,top,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam
" Kinsimete pāu̯l jȯrn, mȯꞩ χum pāu̯l jȯrn χɔ̄ntχatɒs",152,0,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,
" pȯrı̮ɣ kasalaste,",153,1,AP,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,fam,sp,uniq,strg
 juu̯=wātəste,154,1,AP,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
" Urn jɔ̄məs, ",155,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,
wȯrn jɔ̄məs,156,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,
 ɔ̄limēte unttəs ńawram,157,1,A,VP,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,A,mass,barenp,,,,
" akw ńawrɒm tau χuripate wȯrtɔlnut, ",158,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
akw ńawram - elmχȯlas āɣiriꞩ,159,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
" tɔχ ɔ̄leɣt, ",160,0,A,V,NoPtcl,npst,ind,none,npfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
pil wāteɣt,161,1,A,PV,NoPtcl,npst,ind,none,npfv,H,pl,zero,top,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam
" akw ńawrame kɔnsəŋ, ",162,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
akw ńawrame ēlmχolɒs,163,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ēlmχɔlɒs ta sāwatawe,164,X,P,PV,ta,npst,ind,none,npfv,,,,,,,,H,sg,barenp,act,sp,uniq,strg
 ꞩāne lāwi: ,165,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
ēlmχȯlɒs jaɣāɣin ul ȯpētiten,166,1,A,PV,NoPtcl,fut,imp,neg,npfv,2,sg,zero,act,sp,uniq,strg,H,sg,possnp,,,,
 tɔχ ɔ̄limenəl tuwanəl ti χȯli,167,0,A,AV,ti,npst,ind,none,pfv,I,sg,dpossnp,ref,sp,uniq,w_glob,,,,,,,
 Jɔ̄ru̮m takwsiɣiɣ jēmti ,168,0,A,AxV,NoPtcl,npst,ind,none,pfv,I,sg,barenp,fam,sp,uniq,strg,,,,,,,
    mā pol'ɒs,169,0,A,AV,NoPtcl,pst,ind,none,pfv,I,mass,barenp,uniq,sp,uniq,w_glob,,,,,,,
 tujt pati,170,0,A,AV,NoPtcl,npst,ind,none,pfv,If,mass,barenp,typid,nonsp,nuniq,nfam,,,,,,,
 wȯrtɔlnut tumajti,171,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,barenp,fam,sp,uniq,strg,,,,,,,
 kȯl wāruŋkwe ti ēri,172,0,INF-A,AV,ti,npst,ind,none,npfv,,,,,,,,,,,,,,
 mā ti pɔ̄l'i,173,0,A,AV,ti,npst,ind,none,pfv,I,mass,barenp,uniq,sp,uniq,strg,,,,,,,
" kȯl wārne mā kinsɒs, ",174,1,A,PV,NoPtcl,pst,ind,none,npfv,A,sg,zero,act,sp,uniq,strg,I,sg,barenp,typid,sp,nuniq,nfam
χɔntɒs,175,X,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,
 kȯl wāri,176,1,A,PV,NoPtcl,npst,ind,none,npfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,typid,sp,uniq,nfam
 āstəs,177,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,
" Wens tȯtəs, ",178,1,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam
"χasli tȯtəs, ",179,1,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,mass,barenp,typid,nonsp,nuniq,nfam
pit'i wārs̥,180,1,A,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,typid,sp,uniq,nfam
 Tɔ̄rəm maltip χɔ̄tɒl wārs,181,1,A,APV,NoPtcl,pst,ind,none,pfv,A,sg,barenp,top,sp,uniq,strg,I,sg,barenp,typid,sp,uniq,nfam
" ań ꞩāńe kȯna=kwals, ",182,0,A,AV,NoPtcl,pst,ind,none,pfv,A,sg,dpossnp,top,sp,uniq,strg,,,,,,,
"χāl' palt minas, ",183,0,A,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,
"χal' kȯnsəl ꞩurtəste, ",184,1,AP,PxV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
sās nujiste,185,1,AP,PV,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,ref,sp,nuniq,w_brdg
 juw=tȯtaste,186,1,AP,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 elmχolas āɣitēn taktəste,187,1,AP,V,NoPtcl,pst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg
" - elmχolas āɣikwe, - lāwi, - ",188,0,A,V,NoPtcl,npst,ind,none,pfv,A,sg,zero,top,sp,uniq,strg,,,,,,,
"ti sās pȯlχəl sarteln, ",189,1,AP,PxV,NoPtcl,fut,imp,none,pfv,2,sg,zero,act,sp,uniq,strg,I,sg,demnp,act,sp,uniq,strg
"χanseln, ",190,1,AP,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
matər χansa χanseln,191,1,AP,PV,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,I,sg,barenp,top,sp,uniq,strg
" Ti āmp laɣəl, uj laɣəl χars taku̯s tɔ̄ru̮m āꞩ pȯ̭nsɒs",192,?,A,?,NoPtcl,pst,ind,none,unkn,H,sg,barenp,fam,sp,uniq,strg,I,sg,barenp,ref,sp,uniq,nfam
" tɔtnūw̯ ɔ̄li, ",193,0,A,V,NoPtcl,npst,ind,none,npfv,,,,,,,,,,,,,,
NƆ̄Ɔ̄ χūru̮m pı̮ɣ ɔńꞩi,194,1,A,APV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,uniq,sp,uniq,nfam,H,pl,barenp,ref,sp,uniq,nfam
 wȯrn juwət,195,0,A,V,NoPtcl,fut,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,,,,,,,
 Man taχ NƆ̄Ɔ̄ āmpēn wɔ̄ŋχa āwi χȯrmtawe,196,1,P,APV,NoPtcl,fut,ind,none,npfv,A,sg,possnp,,,,,I,sg,barenp,uniq,sp,uniq,w_brdg
" Naŋ taχ, ēlmχolas āɣikwe, mēn χȯtu̮m wārawamēn",197,X,P,PxV,NoPtcl,fut,ind,none,pfv,,,,,,,,1,du,pron,act,sp,uniq,strg
" Sūjt sāɣrawe, ",198,X,P,PV,NoPtcl,fut,ind,none,pfv,,,,,,,,I,sg,barenp,typid,sp,uniq,nfam
kiwərn wāɣawe,199,X,P,V,NoPtcl,fut,ind,none,pfv,,,,,,,,,,,,,,
 Naŋ tuw puweln,200,1,AP,AV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,strg,I,sg,zero,act,sp,uniq,strg
 Ti sās ta pɔrat sājt ɔwəln tuu̯=puu̯tawēln,201,1,AP,PxV,NoPtcl,fut,imp,none,pfv,2,sg,zero,top,sp,uniq,strg,I,sg,demnp,top,sp,uniq,strg
 tau̯ sājte kȯna=χārtite,202,1,AP,APV,NoPtcl,fut,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,I,sg,dpossnp,top,sp,uniq,strg
 ta porat UƆƆ χūru̮m pi̮ɣe jōt ɔ̄li,203,0,A,AxV,NoPtcl,fut,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 sājt ɔwəlt ꞩās kāsalawe ,204,X,P,PV,NoPtcl,fut,ind,none,pfv,,,,,,,,I,sg,barenp,act,sp,uniq,strg
UƆƆ lāwi: - ,205,0,A,AV,NoPtcl,fut,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
akw ēlmχolas āɣi ɔ̄li,206,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam,,,,,,,
" akw takwi nawrame, akw ēlmχȯlas āɣi",207,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 ꞩāne lawi: - ,208,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,dpossnp,act,sp,uniq,strg,,,,,,,
"aɣikwe, am manər lāweɣu̮m, ",209,1,A,APV,NoPtcl,npst,ind,none,pfv,1,sg,pron,act,sp,uniq,strg,I,abst,indefp,undef,nonsp,nuniq,nfam
"manər χuńꞩtasu̮m, ",210,1,A,PV,NoPtcl,pst,ind,none,pfv,1,sg,zero,top,sp,uniq,strg,I,abst,indefp,undef,nonsp,nuniq,nfam
"ul jȯrulen, ",211,X,A,V,NoPtcl,fut,imp,neg,npfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
nɔmēln,212,1,AP,V,NoPtcl,fut,imp,none,npfv,2,sg,zero,top,sp,uniq,strg,I,abst,zero,undef,nonsp,nuniq,nfam
" taχ jȯχtawēw, ",213,0,P,V,NoPtcl,fut,ind,none,pfv,,,,,,,,1,pl,zero,act,sp,uniq,strg
takwi wȯrtɔ̄lnut ńawrame nȯ̭pəl lāwi: ,214,0,A,V,NoPtcl,npst,ind,none,pfv,A,sg,zero,act,sp,uniq,strg,,,,,,,
naŋ mȯlal elmχȯlas jaɣaɣin manarı̮ɣ sawatilən,215,1,AP,AxPxV,NoPtcl,npst,ind,quest,npfv,2,sg,pron,act,sp,uniq,strg,H,sg,possnp,act,sp,uniq,strg
 ti wārum wārmalentəl,216,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 tɔ̄rum āꞩēnn men ārı̮taptawesmēn,217,1,P,APV,NoPtcl,pst,ind,none,pfv,H,sg,possnp,fam,sp,uniq,strg,1,du,pron,act,sp,uniq,strg
 pɔsəŋ χɔ̄tal ɔ̄lmemēn wası̮ɣ āt'im,218,,,,NoPtcl,,,neg,,,,,,,,,,,,,,,
 WƆƆ χūru̮m pı̮ɣe jot juw,219,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,fam,sp,uniq,strg,,,,,,,
    jȯχtəs,220,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 wɔŋχɒ āwi tɔ̄rtawes,221,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,barenp,fam,sp,uniq,strg
 ten aluŋkwe patwesı̮ɣ,222,0,INF-P,PxV,NoPtcl,pst,ind,none,pfv,,,,,,,,A,du,pron,act,sp,uniq,strg
 ēlmχo las āɣi takwi jānɒs χusapəl wārim ɔ̄li,223,0,A,AxV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 ꞩańe lāwi: - ,224,0,A,AV,NoPtcl,npst,ind,none,pfv,A,sg,possnp,act,sp,uniq,strg,,,,,,,
"tiwus āɣikwe, urɣalaχten",225,0,A,V,NoPtcl,fut,imp,none,npfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
 matarən ul piꞩtawen,226,1,P,AV,NoPtcl,fut,imp,neg,pfv,2,sg,zero,top,sp,uniq,strg,U,abst,indefp,undef,nonsp,nuniq,nfam
" mēn χotu̮m wārawamēn, ",227,X,P,PxV,NoPtcl,fut,ind,none,pfv,,,,,,,,1,du,pron,act,sp,uniq,strg
"kȯn χārtawamen, ",228,X,P,V,NoPtcl,fut,ind,none,pfv,,,,,,,,1,du,zero,top,sp,uniq,strg
ꞩɔpitawamen,229,X,P,V,NoPtcl,fut,ind,none,pfv,,,,,,,,1,du,zero,top,sp,uniq,strg
 mēn sunmēn naŋ ul tālen,230,0,A,AV,NoPtcl,fut,imp,neg,pfv,2,sg,zero,act,sp,uniq,strg,,,,,,,
 mēn kēlpamen mańiɣ lawen,231,X,P,V,NoPtcl,fut,ind,none,pfv,,,,,,,,2,sg,zero,top,sp,uniq,strg
 alwesı̮ɣ ,232,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,A,du,zero,act,sp,uniq,strg
kȯn-χartwesı̮ɣ,233,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,A,du,zero,act,sp,uniq,strg
 NƆ̄Ɔ̄ χp lāwi - ,234,0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
ɔs ɔ̄li ērəŋ lāwi,235,0,A,V,NoPtcl,npst,ind,none,npfv,A,mass,zero,ref,nonsp,nuniq,nfam,,,,,,,
" sājt sāɣ ruwes, ",236,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,barenp,fam,sp,uniq,strg
"kiwərn, māɣwəs",237,X,P,V,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,zero,act,sp,uniq,strg
 tau̯ puwəste ,238,1,AP,AV,NoPtcl,pst,ind,none,pfv,H,sg,pron,act,sp,uniq,strg,I,sg,zero,top,sp,uniq,strg
tuw χansaŋ sās tuu̯ māɣəste,239,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,top,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 sājt kȯn=wȯjwes ,240,X,P,PV,NoPtcl,pst,ind,none,pfv,,,,,,,,I,sg,barenp,top,sp,uniq,strg
χansaŋ sās kāsalasət,241,1,A,PV,NoPtcl,pst,ind,none,pfv,H,pl,zero,act,sp,uniq,strg,I,sg,barenp,act,sp,uniq,strg
 WƆƆ χūru̮m pı̮ɣ lawi:,242,0,A,AV,NoPtcl,npst,ind,none,pfv,H,pl,barenp,act,sp,uniq,strg,,,,,,,
 - ti ɔs manər ɔꞩmar,243,,,,NoPtcl,,,quest,,,,,,,,,,,,,,,
 Jānı̮ɣ ɔ̄jka lāwi: - ,244,0,A,AV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,ref,sp,uniq,w_set,,,,,,,
ēlmχȯlas āɣi ɔ̄li,245,0,A,AV,NoPtcl,npst,ind,none,npfv,H,sg,barenp,ref,sp,uniq,nfam,,,,,,,
 χansaŋ sās ti,246,,,,NoPtcl,,,none,,,,,,,,,,,,,,,
 WƆƆ tuwl pı̮ɣe nupəl lāwi: ,247,0,A,AxV,NoPtcl,npst,ind,none,pfv,H,sg,barenp,act,sp,uniq,strg,,,,,,,
 Naŋ pı̮ɣkwe sipln tɔ̄rən χɔt-pēstēln,248,1,AP,AxPV,NoPtcl,fut,imp,none,pfv,2,sg,pron,act,sp,uniq,strg,I,sg,possnp,ref,sp,nuniq,w_brdg
 tɔ̄re pēstɒste,249,1,AP,PV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,possnp,act,sp,uniq,strg
 sājte kiwərn māɣəste,250,1,AP,PxV,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,I,sg,dpossnp,act,sp,uniq,strg
 l'aɣɒs,251,0,A,V,NoPtcl,pst,ind,none,pfv,H,sg,zero,act,sp,uniq,strg,,,,,,,
 anum tɔ̄nu̮mn lāwum ēlmχolas tı̮ɣ pȱχten,252,0,A,V,NoPtcl,fut,imp,none,pfv,2,sg,zero,uniq,sp,uniq,strg,,,,,,,
    pustēıɣəl kē ɔ̄leɣən,253,0,A,V,NoPtcl,npst,irr,none,npfv,2,sg,zero,top,sp,uniq,strg,,,,,,,
